unique_id,ds,SeasonalNaive,SeasonalNaive-lo-80,SeasonalNaive-lo-90,SeasonalNaive-lo-98,SeasonalNaive-hi-80,SeasonalNaive-hi-90,SeasonalNaive-hi-98,AutoMLP,AutoMLP-median,AutoMLP-lo-98,AutoMLP-lo-90,AutoMLP-lo-80,AutoMLP-hi-80,AutoMLP-hi-90,AutoMLP-hi-98,AutoMLP-loc,AutoMLP-scale,AutoNHITS,AutoNHITS-median,AutoNHITS-lo-98,AutoNHITS-lo-90,AutoNHITS-lo-80,AutoNHITS-hi-80,AutoNHITS-hi-90,AutoNHITS-hi-98,AutoNHITS-loc,AutoNHITS-scale,AutoLSTM,AutoLSTM-median,AutoLSTM-lo-98,AutoLSTM-lo-90,AutoLSTM-lo-80,AutoLSTM-hi-80,AutoLSTM-hi-90,AutoLSTM-hi-98,AutoLSTM-loc,AutoLSTM-scale,AutoGRU,AutoGRU-median,AutoGRU-lo-98,AutoGRU-lo-90,AutoGRU-lo-80,AutoGRU-hi-80,AutoGRU-hi-90,AutoGRU-hi-98,AutoGRU-loc,AutoGRU-scale,AutoDeepAR,AutoDeepAR-median,AutoDeepAR-lo-98,AutoDeepAR-lo-90,AutoDeepAR-lo-80,AutoDeepAR-hi-80,AutoDeepAR-hi-90,AutoDeepAR-hi-98,y_true
q1,2020-12-31,6670.973,5326.7607,4945.695,4230.8794,8015.1855,8396.251,9111.067,6839.7207,6864.8594,4677.249,5393.2734,5788.0264,7913.5566,8270.528,8885.885,6802.1465,8793.32,6958.873,6936.7017,4486.2056,5071.9033,5478.705,8460.3,8826.661,9639.978,6934.106,9114.041,10045.397,10113.394,-1514.8262,1529.9902,3235.4766,16943.262,18579.072,20739.535,9965.567,12930.979,6725.5845,6731.6943,4969.7393,5399.3037,5672.17,7759.157,8048.6084,8528.875,6727.9463,8757.158,7313.7144,7330.528,5989.5967,6441.8213,6602.0186,7967.6987,8057.0747,8320.58,7145.835
q1,2021-03-31,5117.579,3773.3665,3392.301,2677.4854,6461.7915,6842.8574,7557.673,5547.6772,5539.0693,3657.9863,4155.791,4513.1846,6591.0474,6955.785,7306.481,5571.87,8757.861,5191.294,5261.006,1984.4468,3024.1758,3485.5894,6897.739,7376.734,8124.6143,5247.4795,9194.677,11906.696,12017.361,-5075.1533,-214.68262,2821.5586,20899.035,23730.412,28410.883,11920.025,15081.721,5449.327,5446.2705,3298.7627,3878.1926,4300.7383,6630.6533,6946.709,7548.3345,5503.041,8818.077,5719.4893,5677.0723,4424.4736,4939.1265,5067.943,6478.5024,6702.7563,6909.5103,5465.9154
q1,2021-06-30,8526.838,7182.6255,6801.5596,6086.744,9871.051,10252.116,10966.932,9042.725,9004.057,6771.498,7467.119,7773.8315,10291.032,10769.706,11267.68,9045.744,8899.306,8858.944,8913.473,5355.0215,6604.927,7010.423,10661.174,11126.558,12356.416,8890.292,9365.917,12537.382,12230.74,-4791.9707,716.32324,3078.5059,21879.805,24488.408,29695.668,12477.229,15537.575,8531.383,8552.523,5806.248,6702.146,7103.1304,9997.442,10277.333,11134.313,8539.766,9035.165,9032.789,9047.566,7143.9097,7657.358,7967.205,10120.814,10298.221,10712.074,9303.35
q1,2021-09-30,16595.385,15251.172,14870.106,14155.291,17939.598,18320.662,19035.479,16783.902,16783.576,13384.363,14526.494,15047.645,18516.484,18951.35,19943.133,16747.918,9265.852,16649.646,16696.36,12379.738,13580.352,14117.166,19057.336,19731.957,21409.021,16726.367,9848.749,10129.8125,10218.987,-3743.8887,-614.9004,1246.9521,18255.879,20924.22,25750.127,10448.43,14870.868,16356.105,16350.357,11177.514,12892.186,13795.252,19092.258,19724.207,21019.488,16382.372,9960.018,17185.137,17340.836,13641.854,14768.309,15297.021,18980.23,19240.277,20433.17,16747.1845
q1,2021-12-31,6670.973,5326.7607,4945.695,4230.8794,8015.1855,8396.251,9111.067,7299.1963,7281.9707,5288.241,5991.0303,6262.865,8371.5,8677.246,9148.081,7307.177,8761.257,7387.701,7379.599,3465.3462,4759.423,5357.5215,9443.343,10085.733,11245.711,7402.1694,9478.015,9667.517,9663.019,-5441.8,-724.6572,1487.5825,18005.652,20231.545,25344.586,9719.16,14672.359,6817.1543,6793.9883,4608.2207,5314.1973,5600.1396,8056.7007,8485.137,9189.285,6825.2954,8871.238,7795.448,7840.3413,6454.839,6678.0737,6841.0776,8712.41,8866.159,9318.154,6915.52
q1,2022-03-31,5117.579,3773.3665,3392.301,2677.4854,6461.7915,6842.8574,7557.673,5961.124,5949.9375,3852.4812,4632.898,4928.545,7044.8877,7336.536,7923.8623,5952.3784,8755.323,5640.796,5627.2656,2193.1606,3066.5225,3577.6226,7645.579,8216.185,9508.226,5564.874,9448.295,10787.684,10668.815,-5306.4414,-11.793457,2479.688,18869.055,21059.125,25617.586,10741.831,14661.517,5589.0225,5570.125,3239.521,4023.502,4397.4014,6833.034,7093.2446,7729.686,5552.0557,8875.758,5991.045,5916.649,4745.414,4943.7256,5090.424,6957.6177,7240.0405,7731.463,5696.01
q1,2022-06-30,8526.838,7182.6255,6801.5596,6086.744,9871.051,10252.116,10966.932,8936.655,8977.193,6126.802,6880.366,7292.0317,10482.271,10895.042,11855.15,8975.503,9113.6045,9594.085,9591.794,5015.276,6408.012,7143.5347,12079.697,12602.508,13963.832,9594.273,9825.999,13042.35,13131.229,-5285.048,-658.29297,2516.6943,23496.246,26570.607,30507.736,12924.88,15787.272,9024.857,9015.166,6001.3086,6875.307,7259.413,10761.447,11172.718,12265.061,9021.908,9244.05,9047.014,8850.927,6794.8193,7396.669,7615.306,10514.805,11068.186,12049.492,9507.025
q1,2022-09-30,16595.385,15251.172,14870.106,14155.291,17939.598,18320.662,19035.479,16853.656,16858.676,12170.59,13458.123,14171.208,19591.258,20354.438,21730.074,16857.414,10032.16,18251.492,18279.79,11298.459,13707.465,14441.656,21872.754,22856.684,25114.344,18196.14,10751.654,10377.582,10342.141,-5745.1973,-1179.2383,1076.3042,18908.465,21664.344,26664.746,10386.605,14905.471,17059.762,17029.668,11598.718,12909.969,13910.614,20107.02,21033.117,22847.11,16959.64,10340.909,17211.773,17143.023,12709.65,13544.991,14665.256,20104.457,20980.176,25531.455,17469.63
q1,2022-12-31,6670.973,5326.7607,4945.695,4230.8794,8015.1855,8396.251,9111.067,6960.414,6946.82,4802.258,5490.6523,5818.8184,8067.629,8398.72,8857.3545,7047.5503,8793.682,8273.838,8228.3,3592.3716,4991.3975,5757.5005,10867.16,11587.931,12711.361,8207.053,9947.358,10011.377,9877.151,-8560.129,-3805.4746,-800.8506,20267.602,23678.752,30942.148,10653.098,16047.491,6982.375,6999.1787,4624.498,5379.3535,5756.3877,8169.453,8560.985,9318.279,6990.0083,8884.707,8365.905,8346.004,6674.653,7138.8535,7388.2314,9425.307,9703.308,10033.212,7672.665
q1,2023-03-31,5117.579,3773.3665,3392.301,2677.4854,6461.7915,6842.8574,7557.673,5755.302,5752.089,3778.3018,4439.1445,4650.769,6845.928,7195.23,7658.91,5753.1987,8751.289,6447.8374,6488.98,2139.4688,3120.2734,3809.0488,8915.749,9605.305,11181.078,6526.495,9956.805,12339.213,12211.855,-9932.061,-3596.8877,57.216797,24790.682,27620.588,32263.596,12542.146,16848.105,5861.8,5827.759,3580.6821,4283.038,4751.5645,7125.912,7498.465,8012.8335,5882.295,8881.755,6250.9155,6243.4575,4634.3423,4882.683,5224.3633,7247.807,7695.8745,7928.713,6407.285
