AutoMLP_90,AutoMLP_prob_90,AutoNHITS_90,AutoNHITS_prob_90,AutoLSTM_90,AutoLSTM_prob_90,AutoGRU_90,AutoGRU_prob_90,AutoMLP_95,AutoMLP_prob_95,AutoNHITS_95,AutoNHITS_prob_95,AutoLSTM_95,AutoLSTM_prob_95,AutoGRU_95,AutoGRU_prob_95,AutoMLP_99,AutoMLP_prob_99,AutoNHITS_99,AutoNHITS_prob_99,AutoLSTM_99,AutoLSTM_prob_99,AutoGRU_99,AutoGRU_prob_99
0,0.41096172568780953,0,0.4305689360195609,0,0.4224221185608955,0,0.43756798731701474,0,0.3718560377089848,0,0.3896358070700279,0,0.38596649113320325,0,0.4006737816344751,0,0.33033390575076305,0,0.3460016734861062,0,0.3470112988554015,0,0.3611042121713395
0,0.4254689731565503,0,0.40192155004784313,0,0.42220873164679973,0,0.43521702926176675,0,0.3866654080995219,0,0.3626983701754487,0,0.3855878336452627,0,0.3986640765942522,0,0.3452698413542158,0,0.32117518774458986,0,0.34646527647996095,0,0.3594724395592723
0,0.40951642264630883,0,0.32576210572818,0,0.4062500396404135,0,0.4189114237531215,0,0.3712663957744379,0,0.29052706782305904,0,0.36844469437621363,0,0.3817264322186886,0,0.33062881497336205,0,0.25396685097985494,0,0.3282974156418892,0,0.3420625064218299
0,0.39029236645704435,0,0.36533606270460484,0,0.4108958980083951,0,0.41415947197486414,0,0.35267306019857725,0,0.328743533012263,0,0.37226176877564887,0,0.3763122324713568,0,0.31290982916129995,0,0.2903208853461965,0,0.33121789756560915,0,0.3360277030237677
0,0.3547775289457711,0,0.3703235820922517,0,0.4091338734443978,0,0.41413759761650215,0,0.3182620997564438,0,0.3326937276608706,0,0.370654140230225,0,0.37573416824890693,0,0.2800548411966648,0,0.29317954607855046,0,0.32978859645975034,0,0.3348843312322882
0,0.3714604044492589,0,0.3996474988215587,0,0.39157071622348216,0,0.41130942512322877,0,0.33428629175790914,0,0.3607263494919304,0,0.35367571049453694,0,0.372411758972229,0,0.2952081237763209,0,0.3195365711019562,0,0.31361990006454055,0,0.3310957600750367
0,0.37070648613405655,0,0.41084791246875985,0,0.4033122514528179,0,0.42098677926363237,0,0.33355917986927586,0,0.37105530667655584,0,0.3653790101009905,0,0.38272908439716935,0,0.2945174426107968,0,0.32884045947525153,0,0.3251381497056558,0,0.3419450112846336
0,0.3993167623551326,0,0.44452684232133466,0,0.41785496287786195,0,0.42868935467136504,0,0.36055480450738064,0,0.4035714642348258,0,0.3795439642808367,0,0.3895263308257977,0,0.3195292955252542,0,0.3597305224979812,0,0.3387430590531699,0,0.3477238756338904
0,0.40895722003258317,0,0.44035602792702633,0,0.43818551485192625,0,0.4531487933961934,0,0.36955096296442247,0,0.40011718052192413,0,0.39963212685223837,0,0.4144277046224033,0,0.32775099064918334,0,0.357066285622334,0,0.358342171805509,0,0.37279151759064866
0,0.4066461832607906,0,0.4309490891558283,0,0.4703163891061023,0,0.4689430306757777,0,0.36720314264923326,0,0.3900336792732496,0,0.43121855856371316,0,0.4313017059977582,0,0.32539638287079464,0,0.34641252882240614,0,0.38899332868566716,0,0.39062058981319336
