unique_id,ds,SeasonalNaive,SeasonalNaive-lo-80,SeasonalNaive-lo-90,SeasonalNaive-lo-98,SeasonalNaive-hi-80,SeasonalNaive-hi-90,SeasonalNaive-hi-98,AutoMLP,AutoMLP-median,AutoMLP-lo-98,AutoMLP-lo-90,AutoMLP-lo-80,AutoMLP-hi-80,AutoMLP-hi-90,AutoMLP-hi-98,AutoMLP-loc,AutoMLP-scale,AutoNHITS,AutoNHITS-median,AutoNHITS-lo-98,AutoNHITS-lo-90,AutoNHITS-lo-80,AutoNHITS-hi-80,AutoNHITS-hi-90,AutoNHITS-hi-98,AutoNHITS-loc,AutoNHITS-scale,AutoLSTM,AutoLSTM-median,AutoLSTM-lo-98,AutoLSTM-lo-90,AutoLSTM-lo-80,AutoLSTM-hi-80,AutoLSTM-hi-90,AutoLSTM-hi-98,AutoLSTM-loc,AutoLSTM-scale,AutoGRU,AutoGRU-median,AutoGRU-lo-98,AutoGRU-lo-90,AutoGRU-lo-80,AutoGRU-hi-80,AutoGRU-hi-90,AutoGRU-hi-98,AutoGRU-loc,AutoGRU-scale,AutoDeepAR,AutoDeepAR-median,AutoDeepAR-lo-98,AutoDeepAR-lo-90,AutoDeepAR-lo-80,AutoDeepAR-hi-80,AutoDeepAR-hi-90,AutoDeepAR-hi-98,y_true
ID0,2014-08-10,4582.0,-1441.121,-3148.592,-6351.524,10605.121,12312.592,15515.523,6492.1665,6552.1787,859.6594,2287.191,3320.796,9615.967,10549.646,12127.327,6549.658,6365.5537,8610.637,8639.82,4053.2632,5523.103,6145.1787,11133.164,11694.135,12894.361,8708.184,5841.8457,7482.084,7514.455,-4408.2686,-75.88623,1819.4031,13451.428,15376.343,17738.822,7243.65,8524.535,5446.1113,5345.8,-2820.671,-410.521,1058.5632,10162.18,11438.465,13151.405,5535.673,7422.2734,6625.7783,6970.835,-1104.7051,636.469,1870.5424,10675.465,12069.12,14112.773,10975.0
ID0,2014-08-17,10449.0,4425.879,2718.408,-484.52383,16472.121,18179.592,21382.523,6314.898,6216.821,503.01196,2140.687,3003.9238,9668.215,10683.1455,12647.3,6236.6934,6441.3345,8332.1875,8352.676,2884.1682,4683.206,5602.617,11144.322,11925.338,13358.003,8347.908,6113.6157,6938.3086,6897.212,-3462.7769,-749.40137,1044.9092,13012.132,14359.191,16770.81,6854.6875,8572.854,5276.53,5234.134,-2871.9067,-859.71094,592.0337,10078.207,11401.682,14031.808,5287.836,7513.4375,6098.699,5699.1396,-2967.623,724.26685,1722.7185,10821.591,11670.615,13637.44,10990.0
ID0,2014-08-24,4199.0,-1824.121,-3531.592,-6734.524,10222.121,11929.592,15132.523,6252.46,6252.869,150.32251,2183.9814,2958.2131,9521.078,10359.724,11810.309,6263.265,6537.1123,8461.571,8556.109,3447.0842,4909.6685,5612.9893,11306.989,12017.41,13813.729,8364.9,6086.458,6419.9746,6438.9805,-3936.9297,-1349.1885,365.04688,12160.739,13519.24,16439.06,6408.4224,8312.008,5452.735,5505.7744,-2976.8447,-581.4429,871.0442,9864.086,11336.348,13851.022,5502.3022,7571.6074,4891.009,4888.95,-4267.6953,-179.80225,973.57764,9518.786,11291.566,12748.208,11456.0
ID0,2014-08-31,7645.0,1621.879,-85.592026,-3288.524,13668.121,15375.592,18578.523,6353.6514,6369.547,394.64038,2150.21,3054.7795,9710.127,10637.147,12016.023,6458.164,6454.9316,8411.314,8486.631,2626.63,4143.998,5228.9,11639.886,12421.33,14298.035,8435.909,6323.5137,6394.5576,6225.006,-4744.4424,-1157.4712,550.1113,12391.91,14262.185,17286.309,6488.619,8535.612,5600.2197,5703.297,-4150.605,-1267.6279,525.6975,10531.857,11940.433,14475.598,5702.279,7827.417,5048.8696,4642.538,-926.43164,288.51562,1141.9849,8478.953,12849.828,18274.184,10545.0
ID0,2014-09-07,10510.0,4486.879,2779.408,-423.52383,16533.121,18240.592,21443.523,6411.1743,6397.023,326.01782,2211.9377,3044.4146,9595.691,10951.286,13114.269,6541.227,6573.6055,8934.1875,8912.183,3722.4226,5012.8057,5966.5767,11852.186,12767.146,14556.843,8942.479,6212.9204,6338.581,6399.588,-3889.982,-1029.8003,586.8235,12255.037,13594.646,16627.105,6499.414,8515.932,5542.646,5486.1953,-2298.4429,-386.80273,634.7593,10394.911,12171.219,14280.243,5513.541,7756.904,4351.795,3741.2493,-1608.873,-530.33887,513.10425,8450.512,11071.263,17263.816,10813.0
ID0,2014-09-14,10547.0,4523.879,2816.408,-386.52383,16570.121,18277.592,21480.523,6537.858,6670.549,137.17505,1920.7892,2928.771,10135.394,11029.879,12974.047,6643.8076,6583.3823,9504.983,9559.504,4285.507,5803.752,6638.565,12265.629,13098.595,14579.995,9499.787,6120.9355,6546.7227,6455.753,-3707.5337,-401.24463,916.49316,12189.524,13936.772,17278.146,6442.663,8352.455,5595.9966,5671.369,-4093.0435,-954.20996,627.51953,10525.856,11611.175,14340.273,5591.9043,7766.589,3779.8142,3306.43,-4400.4785,322.04224,626.4602,7405.414,8561.303,10920.775,3610.0
ID0,2014-09-21,10120.0,4096.879,2389.408,-813.5238,16143.121,17850.592,21053.523,6378.588,6454.0703,123.94849,1759.2126,2702.3276,9836.6875,10840.447,12798.638,6419.4917,6600.2705,9154.264,9085.436,4344.9463,5797.2705,6616.5527,11836.43,12806.493,14276.554,9290.326,6033.0586,6308.919,6455.784,-3884.3716,-1207.4395,372.80078,11922.752,13424.799,16653.035,6499.509,8202.705,5239.7217,5209.1523,-4037.6553,-1280.041,238.93237,10485.579,11661.783,13626.49,5447.758,7743.6865,3278.3203,3030.582,-694.6875,-53.81787,559.0879,6952.963,8367.258,11182.4795,1328.0
ID0,2014-09-28,11099.0,5075.879,3368.408,165.47617,17122.121,18829.592,22032.523,6103.567,6156.837,-164.63452,1710.0232,2657.4194,9512.306,10469.396,12601.094,5984.76,6598.343,9052.51,9122.138,4225.277,5618.8325,6441.3438,11646.992,12413.564,13691.508,8916.661,5949.159,5230.6035,5104.535,-2811.1704,-515.8721,667.5869,9834.432,11369.861,13478.165,5434.7666,7519.1895,4651.8823,4835.426,-3251.3271,-545.87305,536.04614,8566.794,9697.199,11717.701,4615.3564,7043.048,3353.6638,2723.7603,-4618.8213,-1616.6401,829.56885,7195.045,8144.7466,13426.295,1255.0
ID0,2014-10-05,11474.0,5450.879,3743.408,540.4762,17497.121,19204.592,22407.523,5885.8115,5989.834,-738.91016,1489.301,2448.9854,9189.652,10270.086,12698.191,5829.048,6630.39,8662.078,8557.84,3754.6492,5148.621,5914.077,11372.189,12308.344,13730.955,8805.443,6068.246,5281.92,5303.968,-2479.5679,-375.38184,840.8784,9638.944,11030.135,13354.643,5147.183,7190.969,4494.9595,4565.462,-2091.4336,63.681396,932.3843,7887.8975,8898.269,10461.229,4470.9175,6710.782,2941.7585,2386.8877,-2935.2188,445.0603,1020.2727,6172.88,7505.7266,9259.498,1596.0
ID0,2014-10-12,9416.0,3392.8792,1685.408,-1517.5238,15439.121,17146.592,20349.523,5527.4497,5466.053,-1078.8228,999.5288,1837.5835,9381.502,10400.875,12140.54,5476.628,6745.4453,8376.848,8421.697,3479.8867,4919.8975,5632.4873,11016.072,11776.591,13263.545,8361.556,6024.6426,5118.5137,5067.693,-3349.4214,-930.63184,559.69214,9718.08,10902.469,13141.142,5082.986,7487.88,4276.3184,4269.0244,-2091.894,-104.30151,918.43286,7536.125,8809.949,10744.473,4320.056,6610.0146,3016.2786,2685.1929,-2396.6855,46.275635,640.7075,5766.18,7172.0713,9387.468,1676.0
