SeasonalNaive_90,SeasonalNaive_prob_90,AutoMLP_90,AutoMLP_prob_90,AutoNHITS_90,AutoNHITS_prob_90,AutoLSTM_90,AutoLSTM_prob_90,AutoGRU_90,AutoGRU_prob_90,SeasonalNaive_95,SeasonalNaive_prob_95,AutoMLP_95,AutoMLP_prob_95,AutoNHITS_95,AutoNHITS_prob_95,AutoLSTM_95,AutoLSTM_prob_95,AutoGRU_95,AutoGRU_prob_95,SeasonalNaive_99,SeasonalNaive_prob_99,AutoMLP_99,AutoMLP_prob_99,AutoNHITS_99,AutoNHITS_prob_99,AutoLSTM_99,AutoLSTM_prob_99,AutoGRU_99,AutoGRU_prob_99
0,0.46763504655700205,0,0.434790058245236,0,0.09671580574138716,0,0.06019176499997925,0,0.22344289028312825,0,0.4569734126995152,0,0.37007221309895066,0,0.08840645101266409,0,0.021755583136574774,0,0.23935837575477958,0,0.44723516982921985,0,0.24599831348368162,0,0.09388279894399476,0,0.1018181901570232,0,0.17850840740860274
0,0.47603866180770427,0,0.383722588777885,0,0.12078025276570892,0,0.27581861790896955,0,0.4202592233790209,0,0.46535808205438567,0,0.33497658541963204,0,0.11548607455014437,0,0.2042394371622933,0,0.40583108631348064,0,0.4555973206706423,0,0.41990201170183794,0,0.1422439122163428,0,0.23403919627742242,0,0.2555071606553445
0,0.4622486506801581,0,0.31003550998214047,0,0.1519672524088066,1,0.5744175679838732,0,0.4319180814741783,0,0.4516016612009234,0,0.2970303410561337,0,0.14595753681539902,1,0.5252604332398517,0,0.37859465607137566,0,0.4418802707676587,0,0.2794350065071586,0,0.14764650591188322,0,0.48278894327084565,0,0.2221670419104952
0,0.4494620477563289,0,0.23988217412477075,0,0.16251493071618484,0,0.4463397313880926,0,0.42271224799507834,0,0.4388576566777377,0,0.24980314695037498,0,0.14679726538961835,0,0.4357244850253231,0,0.37769995145847735,0,0.4291831899536449,0,0.18094525106015102,0,0.13769428721938626,0,0.46353902010933834,0,0.22587481840793722
0,0.46763504655700205,0,0.4191919335558367,0,0.2173727179801419,1,0.6510162066184172,1,0.5255063573293255,0,0.4569734126995152,0,0.3597351354724757,0,0.1999970997794508,1,0.5677170332168645,0,0.45095289845751096,0,0.44723516982921985,0,0.3175494402660497,0,0.18226189005676907,0,0.4673244914292609,0,0.30054403366929705
0,0.47603866180770427,0,0.3241396506067452,0,0.2458341137385891,1,0.6341041074554874,1,0.6047154659616544,0,0.46535808205438567,0,0.29453888941219053,0,0.22527253373157385,1,0.5700742281000644,1,0.5048785957553019,0,0.4555973206706423,0,0.25606268429784107,0,0.21642977752321402,0,0.48321829622666457,0,0.38038477490271605
0,0.4622486506801581,0,0.20074541194930817,0,0.2708384084587553,1,0.8625611893904517,1,0.6190380243167197,0,0.4516016612009234,0,0.20358339959269978,0,0.25108024259783024,1,0.7829818340773831,1,0.5203533378624088,0,0.4418802707676587,0,0.16360716272992426,0,0.23233957156760354,1,0.6642065936563248,0,0.4072605997527552
0,0.4494620477563289,0,0.1942132299798791,0,0.2815413948143415,1,0.854186130763296,1,0.6405612585024744,0,0.4388576566777377,0,0.18055575766269782,0,0.25871949800413563,1,0.7892334780684518,1,0.5417704051150349,0,0.4291831899536449,0,0.10998411018314869,0,0.23916018679026374,1,0.7165155946589216,0,0.4344259133084636
0,0.46763504655700205,0,0.30127049659290783,0,0.3174133138841322,1,0.940781595989394,1,0.7453850871034147,0,0.4569734126995152,0,0.33829279978852744,0,0.2903626185789021,1,0.8741453828854795,1,0.6421527294284568,0,0.44723516982921985,0,0.260717494280546,0,0.275471203653057,1,0.750827495932656,1,0.5601576804622352
0,0.47603866180770427,0,0.21156987178086317,0,0.3454254060762011,1,0.9378025690388304,1,0.7542186810073594,0,0.46535808205438567,0,0.2638745610947262,0,0.32324193111854393,1,0.8695923594181001,1,0.6605141803334326,0,0.4555973206706423,0,0.11742970289992072,0,0.29097420512256233,1,0.7569496912643735,1,0.5827304568152762
