SeasonalNaive_90,SeasonalNaive_prob_90,AutoMLP_90,AutoMLP_prob_90,AutoNHITS_90,AutoNHITS_prob_90,AutoLSTM_90,AutoLSTM_prob_90,AutoGRU_90,AutoGRU_prob_90,AutoDeepAR_90,AutoDeepAR_prob_90,SeasonalNaive_95,SeasonalNaive_prob_95,AutoMLP_95,AutoMLP_prob_95,AutoNHITS_95,AutoNHITS_prob_95,AutoLSTM_95,AutoLSTM_prob_95,AutoGRU_95,AutoGRU_prob_95,AutoDeepAR_95,AutoDeepAR_prob_95,SeasonalNaive_99,SeasonalNaive_prob_99,AutoMLP_99,AutoMLP_prob_99,AutoNHITS_99,AutoNHITS_prob_99,AutoLSTM_99,AutoLSTM_prob_99,AutoGRU_99,AutoGRU_prob_99,AutoDeepAR_99,AutoDeepAR_prob_99
0,0.46763504655700205,0,0.37951837194830906,0,0.011379574304054563,0,0.35400780945615373,1,0.5056512447961323,0,0.3280899981335801,0,0.4569734126995152,0,0.35236236301358637,0,0.0018849152895547006,0,0.2977290952311261,0,0.46285827061143525,0,0.2944220579459106,0,0.44723516982921985,0,0.29291948787052247,0,6.883782307331998e-05,0,0.2416872919214491,0,0.441165061744345,0,0.25082653267113986
0,0.47603866180770427,0,0.3310440171860729,0,0.09020257650331165,0,0.4095276377764886,1,0.5574776375785218,0,0.27431564728042157,0,0.46535808205438567,0,0.3201147852330599,0,0.041576607493835294,0,0.36496150763410795,1,0.5285775031527421,0,0.31407376836302925,0,0.4555973206706423,0,0.3010816123395207,0,0.028132942089327373,0,0.2824494572635372,1,0.5493921425279977,0,0.3193223922919327
0,0.4622486506801581,0,0.37224363330185395,0,0.2105426509625623,0,0.47610047970916736,1,0.5230477400657625,0,0.2774809086072695,0,0.4516016612009234,0,0.35251780065774296,0,0.13149260894526282,0,0.45339322441300733,1,0.5003368943801496,0,0.2754965295609503,0,0.4418802707676587,0,0.3308016214324534,0,0.06850561893522633,0,0.40699103214387067,0,0.48287162290454855,0,0.2332082806218756
0,0.4494620477563289,0,0.27537037970416445,0,0.2008088766634215,1,0.5255335134296532,1,0.6607740344971031,0,0.2393144603494255,0,0.4388576566777377,0,0.23774654959969643,0,0.14127413863978733,1,0.5170060027091652,1,0.6319634195506451,0,0.19959678545221837,0,0.4291831899536449,0,0.2608676963954475,0,0.12362649230740219,1,0.5350819911197002,1,0.6770957668495347,0,0.2211543790054682
0,0.46763504655700205,0,0.22992639759897693,0,0.3668668505504259,1,0.5788352921065905,1,0.659485079083685,0,0.29036161628718715,0,0.4569734126995152,0,0.22350379299646483,0,0.29311724545313633,1,0.5794168381534042,1,0.644063829150892,0,0.30819940415349467,0,0.44723516982921985,0,0.21857284421282208,0,0.22733504553671025,1,0.5260635782601648,1,0.5993594553168906,0,0.21592921500238083
0,0.47603866180770427,0,0.2175219224248114,0,0.4386663292336299,1,0.5606500100864612,1,0.6471710081723474,0,0.24483514613104962,0,0.46535808205438567,0,0.20372551554112195,0,0.3760374281431317,1,0.5366611236123628,1,0.6235927205158415,0,0.2696179945574001,0,0.4555973206706423,0,0.20888323000728004,0,0.3334949810847313,1,0.5147343031106835,1,0.6174495412045391,0,0.3136463088904331
0,0.4622486506801581,0,0.18791201461301132,0,0.4502387170181129,1,0.6553215853110297,1,0.6210067002578998,0,0.2706025389311284,0,0.4516016612009234,0,0.1780853875815671,0,0.38738508207310174,1,0.6335056485194703,1,0.5662742893356802,0,0.3162978971900706,0,0.4418802707676587,0,0.15884286037149042,0,0.3237700011690904,1,0.6276081104198705,1,0.5543397302635886,1,0.5468853368702561
0,0.4494620477563289,0,0.12357281885611204,0,0.4492648072038985,1,0.6721850071734228,1,0.7442962476532998,0,0.3189076880950892,0,0.4388576566777377,0,0.1206497365822643,0,0.4110940806115897,1,0.6505052120390601,1,0.7470305697732921,0,0.3734142641501389,0,0.4291831899536449,0,0.1305540369947198,0,0.3697038131823358,1,0.6424441927110989,1,0.6718757314420227,0,0.4620129741317235
0,0.46763504655700205,0,0.09792897343706763,0,0.49648838459844535,1,0.6756108405838919,1,0.688389545575737,0,0.3616027292049526,0,0.4569734126995152,0,0.0816141562526489,0,0.4569045764134323,1,0.6431841047139558,1,0.6615512015658693,0,0.36940446868261756,0,0.44723516982921985,0,0.09060549922566419,0,0.4039710688124405,1,0.6416448687548515,1,0.6305826847795545,0,0.32247315843914814
0,0.47603866180770427,0,0.07091051491107114,1,0.571390438132815,1,0.7322788525891024,1,0.6348886078418474,0,0.3518201608281144,0,0.46535808205438567,0,0.061769388022868355,1,0.5197377114508974,1,0.7147319063168702,1,0.6466217450290113,0,0.38532962661565995,0,0.4555973206706423,0,0.036099653166774215,0,0.45265138089850576,1,0.6927507058764821,1,0.666635380200718,1,0.514574694687493
