AutoMLP_90,AutoMLP_prob_90,AutoNHITS_90,AutoNHITS_prob_90,AutoLSTM_90,AutoLSTM_prob_90,AutoGRU_90,AutoGRU_prob_90,AutoMLP_95,AutoMLP_prob_95,AutoNHITS_95,AutoNHITS_prob_95,AutoLSTM_95,AutoLSTM_prob_95,AutoGRU_95,AutoGRU_prob_95,AutoMLP_99,AutoMLP_prob_99,AutoNHITS_99,AutoNHITS_prob_99,AutoLSTM_99,AutoLSTM_prob_99,AutoGRU_99,AutoGRU_prob_99
0,0.49115855888626725,0,0.4886479560681636,0,0.4912315214574319,0,0.49969563619205903,0,0.48852337036723936,0,0.4858630085949537,0,0.4885548872680896,0,0.4970790835300325,0,0.486110177923172,0,0.4833128133155977,0,0.48610374634232634,0,0.494682630871205
0,0.48534765621445186,0,0.49049188980460734,0,0.49438006997017714,1,0.5087629486436853,0,0.4827626270915407,0,0.4877252375717275,0,0.4917472977184031,1,0.5062276660100886,0,0.48039557305153957,0,0.48519171274488615,0,0.4893361942815343,1,0.5039053196842063
0,0.48517672044779614,0,0.4927150621962466,0,0.49778062204049545,1,0.5055066782984534,0,0.48263123656782514,0,0.4899585925282044,0,0.49518519469754485,1,0.5030145576344942,0,0.48030038844861433,0,0.4874342967103117,0,0.4928081598308226,1,0.5007318619796559
0,0.47347793004210403,0,0.4921835581252364,1,0.5003787241449382,1,0.5236338066811049,0,0.4709691819666312,0,0.4894383488305337,0,0.4977917938772183,1,0.5211681646733136,0,0.468672370477756,0,0.48692438489004863,0,0.495422444359535,1,0.5189091136884945
0,0.4664078386658975,0,0.4947514338126987,1,0.5110259839423292,1,0.5201463787908723,0,0.46393872580145246,0,0.49202358944281666,1,0.5085024977513459,1,0.5176998542074047,0,0.4616784247839404,0,0.4895254188213116,1,0.5061908782046265,1,0.5154584394076187
0,0.4598696650967028,0,0.49730144067189475,1,0.5089594639323269,1,0.5242597017899422,0,0.45742927322118976,0,0.49458867510850535,1,0.5064733826917354,1,0.5219128096420601,0,0.4551954679936192,0,0.49210420784970654,1,0.5041961012918947,1,0.5197625687682477
0,0.4550176005608406,0,0.4981894692635429,1,0.5228508780017211,1,0.5227464837398549,0,0.45258801194387244,0,0.49548633154200195,1,0.5203990839552054,1,0.5203747364716346,0,0.4503642506586294,0,0.49301064495407687,1,0.5181527502807173,1,0.5182017639568252
0,0.4373870728388801,0,0.4979252068977674,1,0.5256252206724605,1,0.5430955640377764,0,0.43499200727099974,0,0.49523262143436764,1,0.5232074396724737,1,0.5407797603347029,0,0.4328004008782841,0,0.49276660866047706,1,0.5209921869738441,1,0.5386574462198547
0,0.42858315717131434,0,0.49976771451478896,1,0.5278607390842639,1,0.5457858078346485,0,0.4262045555243734,0,0.4970829962606388,1,0.5254750369106389,1,0.5435714253845725,0,0.42402829087519145,0,0.49462411462592226,1,0.5232891140579901,1,0.5415420323894446
0,0.4181424339245816,1,0.5031376691150656,1,0.5388282960854283,1,0.5331206274821252,0,0.41576890606628525,1,0.5004622583789742,1,0.536483404692192,1,0.5309258462234008,0,0.41359762846973347,0,0.4980117675921931,1,0.5343345505659082,1,0.5289147695419192
