SeasonalNaive_90,SeasonalNaive_prob_90,AutoMLP_90,AutoMLP_prob_90,AutoNHITS_90,AutoNHITS_prob_90,AutoLSTM_90,AutoLSTM_prob_90,AutoGRU_90,AutoGRU_prob_90,SeasonalNaive_95,SeasonalNaive_prob_95,AutoMLP_95,AutoMLP_prob_95,AutoNHITS_95,AutoNHITS_prob_95,AutoLSTM_95,AutoLSTM_prob_95,AutoGRU_95,AutoGRU_prob_95,SeasonalNaive_99,SeasonalNaive_prob_99,AutoMLP_99,AutoMLP_prob_99,AutoNHITS_99,AutoNHITS_prob_99,AutoLSTM_99,AutoLSTM_prob_99,AutoGRU_99,AutoGRU_prob_99
1,0.9999999999872223,1,0.9457110630765905,1,0.7913819445774894,1,0.9467406566048401,1,0.9285626607130968,1,0.9889886139856058,1,0.7232334886020035,1,0.5694224313307568,1,0.7871562116920505,1,0.8157642961012681,1,0.5060634886605004,0,0.41306011006491594,1,0.5995344900392846,1,0.6450633453136912,1,0.7562436765219425
0,0.00017292655757739084,0,0.09326491543303383,0,0.19254291137186685,0,0.4886818329245288,1,0.8025770552133443,0,8.881784197001252e-16,0,0.009239864542504472,0,0.08162797843764813,0,0.09772806710397675,1,0.5771456841719554,0,0.0,0,0.02068573170872101,0,0.055293804291068005,0,0.04428898379671553,0,0.49617857986636316
0,0.0,0,1.6240799816102935e-09,0,0.0011997319455469002,0,0.013772147878731045,0,0.19099200821860518,0,0.0,0,0.0,0,0.001514767210150758,0,4.331957122438723e-05,0,0.029793495967657013,0,0.0,0,3.480089139085152e-07,0,0.012514303286666029,0,1.3807595868997602e-05,0,0.03108812315504972
0,0.0,0,0.0,0,5.19083652195107e-06,0,8.571228136367015e-05,0,2.6018345256062503e-09,0,0.0,0,0.0,0,1.0005896098230771e-05,0,1.867512700037821e-08,0,9.410250356722827e-13,0,0.0,0,0.0,0,9.382959122150591e-05,0,2.90579609263375e-08,0,1.120215031846783e-13
0,0.0,0,0.0,0,1.2537007572754888e-05,0,1.3322565273199416e-11,0,0.0,0,0.0,0,0.0,0,3.4793275392352996e-05,0,0.0,0,0.0,0,0.0,0,0.0,0,0.002298808513160777,0,1.9984014443252818e-15,0,0.0
0,0.0,0,0.0,0,1.1727252425375312e-05,0,1.1102230246251565e-15,0,3.731015496555301e-12,0,0.0,0,0.0,0,0.00011609187050254377,0,0.0,0,2.853273173286652e-14,0,0.0,0,0.0,0,0.002061559952352243,0,0.0,0,2.486566508252963e-12
0,0.0,0,0.0,0,6.426924215041652e-09,0,2.304822999121825e-13,0,2.460254222569347e-13,0,0.0,0,0.0,0,1.1789682197171913e-07,0,0.0,0,2.220446049250313e-16,0,0.0,0,0.0,0,4.359855240432253e-05,0,0.0,0,1.1102230246251565e-16
0,0.0,0,0.0,0,1.338873345524405e-09,0,4.107825191113079e-14,0,2.1850349307683814e-09,0,0.0,0,0.0,0,1.9653575111799881e-07,0,0.0,0,3.326228181776969e-13,0,0.0,0,0.0,0,1.5796525698608122e-07,0,0.0,0,2.708944180085382e-14
0,0.0,0,3.9047232114342023e-10,0,0.00010198199313682377,0,2.646610716205977e-05,0,0.0017123091130372137,0,0.0,0,8.659739592076221e-15,0,0.00037364006781093195,0,2.027627621359329e-09,0,1.1447472580861096e-05,0,0.0,0,1.5432100042289676e-14,0,0.011805357496225355,0,2.3019383066369414e-09,0,4.4760788699971243e-05
0,1.4432899320127035e-15,0,3.238812190764495e-05,0,0.01578380036005822,0,1.1300488739207637e-06,0,0.031575394511518584,0,0.0,0,8.834821763059608e-11,0,0.005352018061609676,0,1.0877965195277284e-12,0,0.0029055766092616064,0,0.0,0,6.999706680943518e-08,0,0.026013280360867808,0,3.073208354464896e-12,0,0.000278829706424788
