SeasonalNaive_90,SeasonalNaive_prob_90,AutoMLP_90,AutoMLP_prob_90,AutoNHITS_90,AutoNHITS_prob_90,AutoLSTM_90,AutoLSTM_prob_90,AutoGRU_90,AutoGRU_prob_90,SeasonalNaive_95,SeasonalNaive_prob_95,AutoMLP_95,AutoMLP_prob_95,AutoNHITS_95,AutoNHITS_prob_95,AutoLSTM_95,AutoLSTM_prob_95,AutoGRU_95,AutoGRU_prob_95,SeasonalNaive_99,SeasonalNaive_prob_99,AutoMLP_99,AutoMLP_prob_99,AutoNHITS_99,AutoNHITS_prob_99,AutoLSTM_99,AutoLSTM_prob_99,AutoGRU_99,AutoGRU_prob_99
1,0.9999999999872223,1,0.9818233996013599,1,0.9827365234510045,1,0.9432377330424194,1,0.9135909670130903,1,0.9889886139856058,1,0.6741315726504739,1,0.8110292443600753,1,0.8147339206970619,1,0.6926604109031467,1,0.5060634886605004,0,0.46859131761386774,1,0.6332576735972177,1,0.7112369638171248,0,0.4812950272608296
0,0.00017292655757739084,0,0.06143510096641225,0,0.04766324806061473,0,0.27070894825734415,0,0.054613521845221724,0,8.881784197001252e-16,0,6.900371568729913e-05,0,1.4791112531886697e-05,0,0.04228473065820926,0,0.001913992567647349,0,0.0,0,2.5671847601604902e-05,0,1.1276044328156765e-05,0,0.013098608902267994,0,0.0010804028930703202
0,0.0,0,3.5116287666614454e-07,0,1.868109211766722e-08,0,7.986355840206016e-06,0,3.59940470157083e-05,0,0.0,0,1.5680144960228404e-09,0,0.0,0,3.6844173267880365e-09,0,3.5823888189234765e-08,0,0.0,0,5.804170810641551e-09,0,2.769495743848438e-11,0,1.3831392253749186e-08,0,4.778176021513758e-08
0,0.0,0,1.5009105069907491e-12,0,0.0,0,1.4432899320127035e-15,0,5.000559694101625e-07,0,0.0,0,0.0,0,0.0,0,0.0,0,2.297184664712404e-11,0,0.0,0,1.1102230246251565e-16,0,0.0,0,0.0,0,5.527428514895405e-10
0,0.0,0,2.4424906541753444e-15,0,4.3298697960381105e-14,0,0.0,0,2.886579864025407e-15,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,1.3211653993039363e-14,0,0.0,0,0.0,0,0.0
0,0.0,0,3.6820435589390854e-11,0,0.0,0,1.7419432563059445e-10,0,0.0,0,0.0,0,0.0,0,0.0,0,1.887379141862766e-15,0,0.0,0,0.0,0,0.0,0,0.0,0,1.84297022087776e-14,0,0.0
0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,8.248957072964913e-14
0,0.0,0,0.0,0,0.0,0,3.58046925441613e-13,0,3.650502122809485e-11,0,0.0,0,0.0,0,0.0,0,0.0,0,3.3306690738754696e-16,0,0.0,0,7.771561172376096e-16,0,0.0,0,2.4424906541753444e-15,0,8.97277807609953e-11
0,0.0,0,1.656995799537153e-05,0,3.4847800389758987e-07,0,0.009347125691978042,0,6.08431070414639e-07,0,0.0,0,5.495454555859425e-07,0,3.4955927041835366e-11,0,0.00013730618941776296,0,3.071110032948354e-11,0,0.0,0,1.9973875997614243e-08,0,2.7949864644938316e-12,0,7.834907209769426e-05,0,1.821371942156702e-10
0,1.4432899320127035e-15,0,0.0014700652018039273,0,0.011394769835578633,0,0.045222939916542915,0,4.6417941489407255e-05,0,0.0,0,2.342084815509793e-05,0,9.269628932828677e-05,0,0.0013274711086789237,0,4.163704381277e-08,0,0.0,0,4.090793822020267e-06,0,0.00032177041884118296,0,0.00036618627668916215,0,2.1208588685261986e-07
0,5.7209348369724466e-11,0,0.01374055724199763,0,0.03991868716335267,0,0.32358487754299636,0,0.013201441196126651,0,0.0,0,0.0005994082572410298,0,0.0013423276094542969,0,0.055888178786189346,0,0.00037733774085491056,0,0.0,0,0.0011064359756406406,0,0.0024297818771573665,0,0.017741418555266786,0,0.0006090856411287149
1,0.9999999160723871,1,0.8923612317009242,1,0.9090573504949366,1,0.9348890317022039,1,0.9062274199119706,1,0.8027942789568163,1,0.5404930394036933,1,0.6432278234275005,1,0.7885673029613809,1,0.5665789436489536,0,0.07734898541682167,0,0.3773239291937349,1,0.5520496628052304,1,0.6745903015597553,0,0.3567393091506843
