SeasonalNaive_90,SeasonalNaive_prob_90,AutoMLP_90,AutoMLP_prob_90,AutoNHITS_90,AutoNHITS_prob_90,AutoLSTM_90,AutoLSTM_prob_90,AutoGRU_90,AutoGRU_prob_90,AutoDeepAR_90,AutoDeepAR_prob_90,SeasonalNaive_95,SeasonalNaive_prob_95,AutoMLP_95,AutoMLP_prob_95,AutoNHITS_95,AutoNHITS_prob_95,AutoLSTM_95,AutoLSTM_prob_95,AutoGRU_95,AutoGRU_prob_95,AutoDeepAR_95,AutoDeepAR_prob_95,SeasonalNaive_99,SeasonalNaive_prob_99,AutoMLP_99,AutoMLP_prob_99,AutoNHITS_99,AutoNHITS_prob_99,AutoLSTM_99,AutoLSTM_prob_99,AutoGRU_99,AutoGRU_prob_99,AutoDeepAR_99,AutoDeepAR_prob_99
0,0.46763504655700205,0,0.3695267794105276,0,0.25749893989729933,0,0.34093917635839555,0,0.36447391721769984,0,0.2811386439266855,0,0.4569734126995152,0,0.32116530085779493,0,0.23384651195122297,0,0.2855550061891772,0,0.2924886256174434,0,0.30391005999677745,0,0.44723516982921985,0,0.28572449284513857,0,0.18071562242397765,0,0.2047253601030864,0,0.21889835686993342,0,0.2517207623494895
0,0.47603866180770427,0,0.4607245369305383,0,0.34156392049007467,0,0.41122613388156837,0,0.48553812091001847,0,0.4442463514291528,0,0.46535808205438567,0,0.42752751600277317,0,0.3460263023752108,0,0.3518027624591783,0,0.4275365744558628,0,0.32961058715333136,0,0.4555973206706423,0,0.4723562281493957,0,0.2734507690804495,0,0.2916010398231861,0,0.3984331908136989,0,0.2852873368672313
0,0.4622486506801581,1,0.5899867520832377,1,0.5492987467950763,0,0.4532210882081933,0,0.46518938323350933,0,0.42368767618478964,0,0.4516016612009234,1,0.5703461389256731,1,0.5305444899574535,0,0.41165940134870627,0,0.45031054762629374,0,0.32583688568977465,0,0.4418802707676587,1,0.5491552755051485,0,0.48398941638406834,0,0.38448985516917056,0,0.4271973703937234,0,0.3905496385628965
0,0.4494620477563289,1,0.6012279307464221,1,0.5983772301202528,1,0.5128088112742443,0,0.4839667343049082,1,0.5089748553456077,0,0.4388576566777377,1,0.5913013114637596,1,0.5622355788261357,0,0.446867711617823,0,0.45162184960512586,0,0.4514736360574302,0,0.4291831899536449,1,0.6019857054864504,1,0.5483429183288804,0,0.4306343999885539,0,0.4515061199413438,0,0.34105675780757694
0,0.46763504655700205,1,0.5490841579888346,1,0.5251717309065143,1,0.5358141338005757,1,0.541041705666534,0,0.48876910990943223,0,0.4569734126995152,1,0.5065296268193985,0,0.48796268714535174,1,0.5079252921188222,1,0.51857625299131,0,0.49138780012961214,0,0.44723516982921985,1,0.5432043429181626,0,0.4691530015582015,0,0.4643039050589495,0,0.4648113293018079,1,0.5256696201431231
0,0.47603866180770427,0,0.49114590459637075,0,0.4783301697728991,0,0.48460370736661307,1,0.6486891285997257,0,0.4465704020763469,0,0.46535808205438567,0,0.48333224271095876,0,0.44968597641595254,0,0.48353707945973734,1,0.6207340120928281,0,0.3748886883602196,0,0.4555973206706423,0,0.4242646196689186,0,0.38918661392612086,0,0.4414909798127721,1,0.6397063222838753,1,0.6318254190276655
0,0.4622486506801581,1,0.5131192224377016,1,0.6253022644785248,1,0.5568023094254575,1,0.6255168237049051,0,0.34929213194956854,0,0.4516016612009234,0,0.48995148653102694,1,0.6177991372427023,1,0.5390794692856529,1,0.6286482808458562,0,0.4034772117012101,0,0.4418802707676587,0,0.49520916993032915,1,0.6119341650570207,0,0.4939557681924557,1,0.56615645017307,1,0.6873692096175092
0,0.4494620477563289,1,0.5312801317257443,1,0.6322844283071662,1,0.6124276374715742,1,0.6629604857206639,0,0.3362386146659653,0,0.4388576566777377,1,0.5110556278807851,1,0.6229206031162513,1,0.6104120331737595,1,0.6600300616864143,0,0.3716335129551682,0,0.4291831899536449,1,0.5550646363770135,1,0.6157264066927777,1,0.6202037431245311,1,0.6553460157295465,1,0.7750426139574904
0,0.46763504655700205,1,0.5374886043816587,1,0.6215335964351831,1,0.6694263700525449,1,0.6517862224529575,0,0.30038332708872206,0,0.4569734126995152,1,0.5187395620976383,1,0.612417610061528,1,0.6364330865136297,1,0.6544748505642142,1,0.6064367332403471,0,0.44723516982921985,1,0.528651502057445,1,0.5996406023583678,1,0.5804870462022927,1,0.6757393543203298,1,0.7194048194009938
0,0.47603866180770427,1,0.5111705856141856,1,0.6061373492237071,1,0.7290715753822694,1,0.6953944120629069,0,0.4904393596039517,0,0.46535808205438567,0,0.4932877835969137,1,0.605375117220176,1,0.7161256300626042,1,0.6855797718600223,0,0.4989855014771586,0,0.4555973206706423,1,0.5377036135428152,1,0.5767292534459973,1,0.7065988606348288,1,0.6807272578844505,1,0.5702066260426382
