AutoMLP_90,AutoMLP_prob_90,AutoNHITS_90,AutoNHITS_prob_90,AutoLSTM_90,AutoLSTM_prob_90,AutoGRU_90,AutoGRU_prob_90,AutoMLP_95,AutoMLP_prob_95,AutoNHITS_95,AutoNHITS_prob_95,AutoLSTM_95,AutoLSTM_prob_95,AutoGRU_95,AutoGRU_prob_95,AutoMLP_99,AutoMLP_prob_99,AutoNHITS_99,AutoNHITS_prob_99,AutoLSTM_99,AutoLSTM_prob_99,AutoGRU_99,AutoGRU_prob_99
0,0.2544221487727416,0,0.25828300475395805,0,0.40460922871684235,0,0.2819965769053725,0,0.2175841008184689,0,0.20658415108937755,0,0.3585870225117964,0,0.24313088306712194,0,0.16594998982727638,0,0.13841695792579545,0,0.2898438466127907,0,0.1879279155430803
0,0.2516400016408422,0,0.32837226930486374,0,0.3306575924696781,0,0.2730793620145411,0,0.21413759790406361,0,0.27403803874117827,0,0.2919003711274638,0,0.23758022479486773,0,0.16183861754217754,0,0.19809596604569035,0,0.23517743230448984,0,0.18686777884439265
0,0.23254911816171964,0,0.3699735544690774,0,0.3995802774305939,0,0.2933462615293867,0,0.19782506117479737,0,0.31687629775915527,0,0.3638008622340966,0,0.2573557932951669,0,0.1496213588963864,0,0.24019259328539233,0,0.30951570325002653,0,0.2053593556135156
0,0.23535776342984205,0,0.35870966331602794,0,0.35339797644964555,0,0.3883454666966396,0,0.20094979328381113,0,0.31022450010526015,0,0.32825538852201075,0,0.34956243516148067,0,0.15299478869058014,0,0.2398940980375619,0,0.28996157432527914,0,0.2912770813219828
0,0.48204921355660746,1,0.5612898949223457,1,0.5544271009988698,0,0.4990482187343894,0,0.45990065587405426,1,0.5383015590829358,1,0.532476424370999,0,0.4772869661337744,0,0.43182365232875874,1,0.5087874634917213,1,0.5043280457204751,0,0.4496221450645457
0,0.4775256017240801,1,0.5630807645160982,1,0.5773086560349405,0,0.48845157082687707,0,0.4553797047430381,1,0.5405256256875639,1,0.5573661523357873,0,0.4675601108056655,0,0.4273264943118332,1,0.5115601515303533,1,0.531709795301533,0,0.4410354683605605
0,0.4789043749433254,1,0.5723568293126797,1,0.5741416724352092,0,0.49101193234412566,0,0.4567593739987107,1,0.5503036721447025,1,0.5548284287120129,0,0.47027364017072226,0,0.428701043697289,1,0.5219415003259196,1,0.5299968719547339,0,0.44393173018693777
0,0.4768157674315724,1,0.5722954021052815,1,0.5713264987224034,1,0.5149426370770187,0,0.45494514782799556,1,0.5506176247679906,1,0.5521385258756006,0,0.4941137339197479,0,0.4272399031513383,1,0.5227403379532956,1,0.5274786787266267,0,0.4675629615769449
0,0.12300593369924773,0,0.12853080515160986,0,0.13699171405813426,0,0.10231481116605345,0,0.10555314243930303,0,0.1098390829385405,0,0.11833783201674453,0,0.08840449992095967,0,0.0916092569442366,0,0.09493743325714221,0,0.10333115682637817,0,0.07726937566513803
0,0.11267012695606482,0,0.17914154564003715,0,0.13824694201341559,0,0.11238334970858688,0,0.09614388954181807,0,0.15805100959378593,0,0.11995109058934528,0,0.0974538816229531,0,0.0830156850363708,0,0.14073267489303842,0,0.10518328460488324,0,0.08545330258671235
0,0.11761091233804688,0,0.1571945631171392,0,0.10771154638731772,0,0.12146923512345675,0,0.10058567013508435,0,0.13785256900545972,0,0.0931685217395648,0,0.10572552409241787,0,0.08702807405274293,0,0.12208154471801036,0,0.0815081665611197,0,0.09301948438379926
0,0.12084606076584747,0,0.21703108204728694,0,0.07281286532500764,0,0.10713625220134082,0,0.10417107471955478,0,0.19454308330355907,0,0.060637048848202535,0,0.09268950647518237,0,0.09080888354769057,0,0.17579618803051034,0,0.051207931700709475,0,0.08110561594561294
0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
