SeasonalNaive_90,SeasonalNaive_prob_90,AutoMLP_90,AutoMLP_prob_90,AutoNHITS_90,AutoNHITS_prob_90,AutoLSTM_90,AutoLSTM_prob_90,AutoGRU_90,AutoGRU_prob_90,AutoDeepAR_90,AutoDeepAR_prob_90,SeasonalNaive_95,SeasonalNaive_prob_95,AutoMLP_95,AutoMLP_prob_95,AutoNHITS_95,AutoNHITS_prob_95,AutoLSTM_95,AutoLSTM_prob_95,AutoGRU_95,AutoGRU_prob_95,AutoDeepAR_95,AutoDeepAR_prob_95,SeasonalNaive_99,SeasonalNaive_prob_99,AutoMLP_99,AutoMLP_prob_99,AutoNHITS_99,AutoNHITS_prob_99,AutoLSTM_99,AutoLSTM_prob_99,AutoGRU_99,AutoGRU_prob_99,AutoDeepAR_99,AutoDeepAR_prob_99
0,0.3123753804450271,0,0.08485852927588367,0,0.0005270828845499453,0,0.3074197053935154,0,0.0932276485014798,0,0.07488231903116793,0,0.24126205880902551,0,0.04795296678461547,0,4.0638007689053346e-05,0,0.2040478329466232,0,0.05325950195734985,0,0.024853589332009873,0,0.14910693200360825,0,0.02706778754806738,0,4.510001527791019e-08,0,0.08373377620294675,0,0.026216557532537932,0,0.0025039049141574177
0,0.41561658968852766,0,0.06712516693867765,0,0.052482051823985465,0,0.20686642934769173,0,0.10567876304792523,0,0.1902216003349786,0,0.3349663179695902,0,0.04056237327639356,0,0.01518170745332148,0,0.14683544956538297,0,0.0694777116674341,0,0.08661676642396343,0,0.22235522851206346,0,0.01884525697374917,0,0.0008393318169938047,0,0.06699292223048292,0,0.03341682865009399,0,0.015167216037627829
1,0.544509308382193,0,0.0508263271490067,0,0.15587593367941022,0,0.309701450309425,0,0.1260110253165987,0,0.35293003420358504,0,0.45964841837370163,0,0.027438152729011067,0,0.07710302480130193,0,0.26116988316546463,0,0.08822672060185632,0,0.21838608659728276,0,0.3302067684479377,0,0.008167373813335432,0,0.012891856300725868,0,0.18394054185540898,0,0.052521376238939044,0,0.09738387317484887
0,0.3062186694854979,0,0.05345058037795447,0,0.16063491672748909,0,0.27964656222418927,0,0.26162060788976105,0,0.4108328175250304,0,0.2358494505239449,0,0.029881767607434995,0,0.0856266829394603,0,0.2506620360039692,0,0.1875820445331935,0,0.2202513114734519,0,0.14508693698428166,0,0.00967425134151445,0,0.03853614633733804,0,0.23564256919350035,0,0.15694307109084082,0,0.17814618747699895
1,0.7425468347746254,0,0.2922276391750127,1,0.999994895118621,1,0.9635689135260648,0,0.4654821141554488,1,0.7257255456297439,0,0.45678518873797413,0,0.10638860875228962,1,0.9960947537190098,1,0.8614506864422411,0,0.22711902815991625,0,0.4436670853029828,0,0.14048876497464868,0,0.01716942274520805,1,0.6846525918055257,1,0.5487281248784694,0,0.07851147071233133,0,0.09399090756925543
1,0.8611192983330342,0,0.21302153575266314,1,0.9983185977945513,1,0.9039375143422481,0,0.40886015062345615,1,0.6211385157679769,1,0.6276397322003162,0,0.062015958967221674,1,0.9679973229425073,1,0.8367019884850015,0,0.2796805746126325,0,0.29770008277070636,0,0.25979377940768267,0,0.004883850807536727,1,0.7209913612421974,1,0.716902428774223,0,0.1332650358543015,0,0.10014279311806351
1,0.9519659203313048,0,0.24900588221151243,1,0.9937193170017556,1,0.8576961301104733,0,0.4278729326734345,1,0.5346087602782656,1,0.8171264106988145,0,0.07884648500030234,1,0.9650101794507411,1,0.7769760413446447,0,0.28110971164046195,0,0.23875934003216537,0,0.47403854962456315,0,0.006097144812441724,1,0.7827861057774226,1,0.7006890549609791,0,0.1656840661004596,0,0.027609631492050535
1,0.9647695645019208,0,0.23416354744319212,1,0.9847827515598725,1,0.8468743271939945,1,0.623192439969259,0,0.2721621671070673,1,0.8529530803896965,0,0.08368464752503191,1,0.9474699339670525,1,0.7573162669785463,0,0.47849639067722805,0,0.0697904165184895,1,0.5317195960354104,0,0.01235959549641541,1,0.7386706304569278,1,0.6231265071904948,0,0.30805439351020947,0,0.05344283420906748
0,1.152075324029056e-09,0,0.00020850440223862954,0,7.207979881618254e-05,0,0.00035534722692087684,0,0.0004588849324020927,0,0.0,0,1.610489519521252e-11,0,7.794851036757589e-05,0,1.1863430914527129e-05,0,9.13843154758398e-05,0,0.00033895714446474656,0,0.0,0,2.525757381022231e-13,0,2.3014721548086925e-05,0,1.163240152313172e-06,0,3.700473618972744e-05,0,9.250467622201608e-05,0,0.0
0,8.31088243780087e-08,0,5.599573554038173e-05,0,0.0066824301758865445,0,0.0010982034292028597,0,0.0006951589543473524,0,2.1622682030097984e-05,0,1.8739482188223633e-09,0,1.1379667521405068e-05,0,0.0031585944659602294,0,0.0003899593104801369,0,0.0004000547563361989,0,7.193442343123024e-06,0,4.503675210543179e-11,0,1.729583655962763e-06,0,0.001694234783120474,0,2.956156186040282e-05,0,0.0001045578305247652,0,1.7859604128922513e-08
0,1.9062529332813938e-12,0,1.185539213688358e-05,0,0.004152827133003689,0,0.00035816111526665306,0,0.0005485809833196686,0,1.7533146616566242e-05,0,1.4210854715202004e-14,0,1.5133485041785022e-06,0,0.0020814370578144947,0,0.00018405884205341394,0,0.00036876476701730443,0,1.7664547777296313e-05,0,1.1102230246251565e-16,0,5.456895193489686e-07,0,0.000853196426758962,0,0.0001131489580686873,0,0.0001286587068869416,0,4.997261125905261e-06
0,3.3306690738754696e-16,0,0.00046961760066499547,0,0.030420904735518506,0,2.8128210094457984e-08,0,0.0006544672248293137,0,0.0028336191358168117,0,0.0,0,0.00011917510323333769,0,0.01977127806932455,0,4.030167422008901e-09,0,0.00022412962435980344,0,0.0018364764143369294,0,0.0,0,3.651210134403282e-05,0,0.011455666817704269,0,8.453175937006563e-10,0,0.00010159078479210493,0,0.0006650400980534599
0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
1,1.0,1,1.0,1,1.0,1,0.9999995885721833,1,0.9999998266821791,1,1.0,1,1.0,1,1.0,1,1.0,1,0.9999996010510687,1,0.9999997366642401,1,1.0,1,1.0,1,1.0,1,1.0,1,0.999999005211058,1,0.9999998806047673,1,1.0
1,1.0,1,1.0,1,1.0,1,0.99775864794375,1,0.9989611369745016,1,1.0,1,1.0,1,1.0,1,1.0,1,0.9970696086219383,1,0.9987795146885402,1,1.0,1,1.0,1,1.0,1,1.0,1,0.9964977169556042,1,0.9983248577220947,1,1.0
1,1.0,1,1.0,1,1.0,1,0.995398123122778,1,0.9977849099540269,1,1.0,1,1.0,1,1.0,1,1.0,1,0.9948778614062795,1,0.9973638613193407,1,1.0,1,1.0,1,1.0,1,1.0,1,0.9949825134793175,1,0.9973348155424644,1,1.0
1,1.0,1,0.9999999999992348,1,1.0,1,0.9961046078314346,1,0.999747602144671,1,1.0,1,1.0,1,0.9999999999989583,1,1.0,1,0.9953982590234927,1,0.9998618378632236,1,1.0,1,1.0,1,0.999999999998367,1,1.0,1,0.9970287379086479,1,0.9998366724490739,1,1.0
1,1.0,1,1.0,1,1.0,1,0.9999999999829366,1,0.998266283936859,1,1.0,1,1.0,1,1.0,1,1.0,1,0.9999999999394588,1,0.9983677713377739,1,1.0,1,1.0,1,1.0,1,1.0,1,0.9999999999824855,1,0.998474322894381,1,1.0
1,1.0,1,1.0,1,1.0,1,0.999935861214747,1,0.9997281547139617,1,1.0,1,1.0,1,1.0,1,1.0,1,0.9998855680816342,1,0.9995685259764954,1,1.0,1,1.0,1,1.0,1,1.0,1,0.9998863606842603,1,0.9994209437951234,1,1.0
1,1.0,1,0.9999999999999998,1,1.0,1,0.9999394129409143,1,0.9999060456951627,1,1.0,1,1.0,1,0.9999999999999949,1,1.0,1,0.9999228957525073,1,0.9998262371063649,1,1.0,1,0.9999999999999997,1,0.9999999999999813,1,1.0,1,0.999911186702436,1,0.9998607053274503,1,1.0
1,1.0,1,0.9999999999437443,1,1.0,1,0.9965896143376954,1,0.9997660743265969,1,1.0,1,1.0,1,0.9999999981169176,1,1.0,1,0.9947086109510814,1,0.9996364496999985,1,1.0,1,1.0,1,0.9999999978804766,1,1.0,1,0.9951611359530531,1,0.9995862902010085,1,1.0
1,0.9999999999880266,1,0.9999999999999939,1,1.0,1,0.9999636175872766,1,0.8863058626199349,1,1.0,1,0.9999999999513769,1,0.9999999999999012,1,1.0,1,0.999925819723518,1,0.8683352197150909,1,1.0,1,0.9999999997349895,1,0.9999999999999409,1,1.0,1,0.9997913025680969,1,0.861225907620593,1,1.0
1,0.9999999999998133,1,0.9999999999226775,1,0.9999999999999,1,0.951168352172295,1,0.8455816376151006,1,1.0,1,0.9999999999991454,1,0.9999999999381927,1,0.9999999999997902,1,0.9539692247806921,1,0.8242719705564683,1,1.0,1,0.9999999999945892,1,0.9999999999773656,1,0.9999999999998386,1,0.9237687415845893,1,0.8384053685692037,1,1.0
1,0.999999999999706,1,0.9999999993814126,1,0.9999999998855709,1,0.9435806316059125,1,0.8544003753463112,1,0.9999999999998446,1,0.9999999999986714,1,0.9999999951744006,1,0.999999998596448,1,0.9397625218428721,1,0.8503675371528034,1,0.9999999999703125,1,0.9999999999917203,1,0.9999999990610905,1,0.9999999981373984,1,0.9365165073558931,1,0.8108423318694575,1,0.9999999999878619
1,1.0,1,0.9999138456406605,1,0.9999999222885827,1,0.891703742078076,1,0.9141497253390325,1,0.9999999999356092,1,1.0,1,0.9998761230466683,1,0.9999999378585313,1,0.8952946711181059,1,0.903864291868663,1,0.9999999996406493,1,1.0,1,0.9998830297161784,1,0.9999999040334958,1,0.9115158644028227,1,0.9078425495532231,1,0.9999999846711396
0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
0,5.562217353372034e-14,0,0.0,0,0.0,0,1.357032464177621e-08,0,0.0001907646032215382,0,0.0,0,0.0,0,0.0,0,0.0,0,2.699684920060008e-11,0,4.3463962969836345e-05,0,0.0,0,0.0,0,0.0,0,0.0,0,7.771561172376096e-16,0,9.56234506821474e-06,0,0.0
0,9.057210537122273e-11,0,3.3306690738754696e-16,0,7.582823258189819e-14,0,0.00018842163759991148,0,0.0004482220718318164,0,1.4654943925052066e-14,0,9.781064846947629e-14,0,0.0,0,0.0,0,3.541917405525119e-05,0,0.00010149513103885344,0,6.661338147750939e-16,0,0.0,0,0.0,0,0.0,0,4.1302870401604963e-07,0,1.569560534919745e-05,0,0.0
0,4.346301096802563e-12,0,8.104628079763643e-14,0,0.0,0,0.00018198597598584332,0,0.00043202753825510865,0,6.883420278214203e-09,0,2.9976021664879227e-15,0,0.0,0,0.0,0,1.9718384969169556e-05,0,5.608931262535144e-05,0,2.3673285554082213e-12,0,0.0,0,0.0,0,0.0,0,3.447126132316569e-07,0,1.4925641308449755e-06,0,0.0
0,1.5480242643306497e-09,0,1.5607374459492007e-07,0,1.8249594058161733e-09,0,0.0013087974421360782,0,0.004397492991886409,0,9.376359577650817e-09,0,2.5699442574023124e-12,0,1.8276417046436677e-09,0,5.258016244624741e-13,0,0.000376005523586187,0,0.0009421431821824422,0,8.950686858355539e-10,0,2.220446049250313e-16,0,2.2721824421978454e-12,0,0.0,0,1.8502824184141176e-05,0,0.00021363662144069373,0,5.551115123125783e-16
1,0.99999999952764,1,0.9999999999999998,1,1.0,1,0.999831414014766,1,0.9808918103434364,1,1.0,1,0.9999999995039976,1,0.9999999999999999,1,1.0,1,0.9998519847405285,1,0.9851784120339097,1,1.0,1,0.9999999994821327,1,0.9999999999999997,1,1.0,1,0.9999394603896005,1,0.9845223873508877,1,1.0
1,0.9999999999469312,1,0.9999999999997554,1,1.0,1,0.9873533531261298,1,0.9286711016623587,1,0.9999999995988813,1,0.9999999999441308,1,0.9999999999999495,1,1.0,1,0.9893725314233051,1,0.9308006424391725,1,0.9999999983165708,1,0.9999999999415344,1,0.9999999999998234,1,1.0,1,0.9827082900096274,1,0.9252258727396542,1,0.9999999999998207
1,0.9999999999987564,1,0.9999999999545528,1,1.0,1,0.9512815216914716,1,0.9179773122324407,1,0.999999646839293,1,0.9999999999986854,1,0.999999999977111,1,1.0,1,0.9531749853386978,1,0.9134830365902242,1,0.9999999301604374,1,0.9999999999986192,1,0.9999999999985165,1,1.0,1,0.9507563156679308,1,0.9087493269824969,1,0.9999999813927024
1,0.9999999999999984,1,0.9999967379109235,1,1.0,1,0.9388449165428462,1,0.9747703171329678,1,0.9999943713597619,1,0.9999999999999983,1,0.9999951138901064,1,1.0,1,0.9427641603829373,1,0.9699106558892829,1,0.9999985188496646,1,0.9999999999999983,1,0.999983531863243,1,1.0,1,0.9520047814003509,1,0.9698471320579353,1,0.9999996836320925
1,0.9999999999999677,1,1.0,1,1.0,1,0.9999511111996777,1,0.998426756204142,1,1.0,1,0.9999999999999625,1,1.0,1,1.0,1,0.9999215343933854,1,0.9986667460655925,1,1.0,1,0.9999999999999593,1,1.0,1,1.0,1,0.9999373680887491,1,0.9990454380623178,1,1.0
1,0.9999999999999845,1,0.9999999999999999,1,1.0,1,0.9841709210739247,1,0.9568304169871138,1,1.0,1,0.9999999999999819,1,0.9999999999999997,1,1.0,1,0.9864567041180287,1,0.9533206792989694,1,1.0,1,0.9999999999999803,1,0.9999999999999964,1,1.0,1,0.991008246330739,1,0.9435599870392919,1,1.0
1,0.9999999999999997,1,0.9999999999997122,1,1.0,1,0.9706215740681633,1,0.9475385531625852,1,0.9999999999999919,1,0.9999999999999996,1,0.9999999999995854,1,1.0,1,0.974737232753647,1,0.9438767409944542,1,0.9999999999999957,1,0.9999999999999996,1,0.9999999999998462,1,1.0,1,0.9737247849092421,1,0.9438861896911754,1,0.9999999999999977
1,1.0,1,0.9999999282089933,1,1.0,1,0.9732840986001905,1,0.9790447293879168,1,0.9999999999939736,1,1.0,1,0.9999998356936269,1,1.0,1,0.9729902878135198,1,0.9813046673198859,1,0.9999999999996717,1,1.0,1,0.9999995815272986,1,1.0,1,0.9630889443707286,1,0.9854954344500585,1,0.9999999999981389
0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
