SeasonalNaive_90,SeasonalNaive_prob_90,AutoMLP_90,AutoMLP_prob_90,AutoNHITS_90,AutoNHITS_prob_90,AutoLSTM_90,AutoLSTM_prob_90,AutoGRU_90,AutoGRU_prob_90,SeasonalNaive_95,SeasonalNaive_prob_95,AutoMLP_95,AutoMLP_prob_95,AutoNHITS_95,AutoNHITS_prob_95,AutoLSTM_95,AutoLSTM_prob_95,AutoGRU_95,AutoGRU_prob_95,SeasonalNaive_99,SeasonalNaive_prob_99,AutoMLP_99,AutoMLP_prob_99,AutoNHITS_99,AutoNHITS_prob_99,AutoLSTM_99,AutoLSTM_prob_99,AutoGRU_99,AutoGRU_prob_99
0,0.18747902331538113,0,0.1947334321604679,0,0.3030575749088016,1,0.6479339036319428,0,0.2482101933445069,0,0.11432141205716295,0,0.07912633371947897,0,0.16847982051342292,0,0.4306730181110865,0,0.13243930321896435,0,0.06031414148913683,0,0.0330235796184426,0,0.06761534117811252,0,0.15299215182983983,0,0.07273474382611811
0,0.41771219304631846,0,0.3589585307270404,0,0.48443485442226,1,0.5665228413720683,0,0.2094197825502635,0,0.3000045210115917,0,0.1772654539210481,0,0.33561910732786193,0,0.3973547491110785,0,0.132270975033964,0,0.19142226056858447,0,0.06764029558747209,0,0.14849089676994298,0,0.1820484507051794,0,0.09473542134562263
0,0.009498759438352544,0,0.032243896594132404,0,0.09900054988948748,1,0.5333927448836475,0,0.23394830478342166,0,0.0038813836133878565,0,0.008081859438594408,0,0.0646203299914051,0,0.40200566304759333,0,0.16151231646873854,0,0.0013041019905971618,0,0.0021773192040491773,0,0.025643994151806182,0,0.21188301452389258,0,0.1259593859498329
0,0.3036558600677107,0,0.17142548088245246,0,0.29839323106121607,1,0.5116519328051983,0,0.2450063370703115,0,0.20311328430965236,0,0.06614392069755681,0,0.17756975798524555,0,0.4023564026652333,0,0.17918339225416224,0,0.11923254485769785,0,0.010231874060475099,0,0.060028791192060726,0,0.25386044271213704,0,0.1497798088639739
0,0.10373119279919196,0,0.05190334837720867,0,0.19796126766888877,1,0.5020404244683788,0,0.2235578201677968,0,0.05737341072333246,0,0.01824618598491412,0,0.08982173770299728,0,0.4090573220120741,0,0.16385149823682343,0,0.027083962198887535,0,0.004303824717614035,0,0.0459973669300876,0,0.29093872863303183,0,0.1537675244191875
0,0.07588641260321038,0,0.02417340998547679,0,0.14744188507330502,0,0.4806472053534879,0,0.15657007350788477,0,0.040064741592124475,0,0.007785064959832444,0,0.05791042034394456,0,0.399289597047377,0,0.09565057573170921,0,0.017943085033953476,0,0.0008773304321074704,0,0.015747264827932206,0,0.31108285665894664,0,0.08660987805359088
0,0.08029563664996586,0,0.03239345023720852,0,0.10201564371935135,0,0.45639178622489385,0,0.1911555052143583,0,0.04274135926029021,0,0.004854898667796648,0,0.05156717916354103,0,0.3793644927543123,0,0.12715820422311586,0,0.019319867815535074,0,0.0012436053851175854,0,0.021924425728986452,0,0.3245636145517,0,0.11717993624110057
0,0.49496655036127923,0,0.13662607511168834,0,0.4420990522929795,0,0.4535995763798475,0,0.25300895939239954,0,0.3709814578072824,0,0.05135287166729818,0,0.21288696738546498,0,0.3718321623375467,0,0.17171437803737966,0,0.24903335741232646,0,0.009646730329833875,0,0.09625448293906369,0,0.3330063042040903,0,0.13697815084042264
1,0.7701392006649976,0,0.32109035557058085,0,0.4714969909686857,0,0.45918760185130914,0,0.35286126656301364,1,0.6637310959787477,0,0.15911794624652742,0,0.3181916877732258,0,0.3877977235872667,0,0.28199552605080713,1,0.5296490797215339,0,0.055860715410485096,0,0.1740804318829623,0,0.3466993756637896,0,0.2570456893845102
0,0.3785493252453769,0,0.09673217697290026,0,0.26829776831302965,0,0.48234035775180817,1,0.5410569354564263,0,0.2656801713126372,0,0.025722993261739324,0,0.16090399737704963,0,0.40244927684312626,0,0.43726254327791136,0,0.16497603363104796,0,0.011639189290184815,0,0.08663576407960338,0,0.3663386639076307,0,0.37134567337348234
