SeasonalNaive_90,SeasonalNaive_prob_90,AutoMLP_90,AutoMLP_prob_90,AutoNHITS_90,AutoNHITS_prob_90,AutoLSTM_90,AutoLSTM_prob_90,AutoGRU_90,AutoGRU_prob_90,SeasonalNaive_95,SeasonalNaive_prob_95,AutoMLP_95,AutoMLP_prob_95,AutoNHITS_95,AutoNHITS_prob_95,AutoLSTM_95,AutoLSTM_prob_95,AutoGRU_95,AutoGRU_prob_95,SeasonalNaive_99,SeasonalNaive_prob_99,AutoMLP_99,AutoMLP_prob_99,AutoNHITS_99,AutoNHITS_prob_99,AutoLSTM_99,AutoLSTM_prob_99,AutoGRU_99,AutoGRU_prob_99
0,0.18747902331538113,0,0.18464044728349716,0,0.14378505025588173,0,0.3223359044252936,0,0.21922068626099933,0,0.11432141205716295,0,0.10476123757309552,0,0.05632021588796765,0,0.21169647469464725,0,0.13038312479850322,0,0.06031414148913683,0,0.056788058742111125,0,0.03777847907195864,0,0.14010233850853104,0,0.078000741398486
0,0.41771219304631846,0,0.25011207732948837,0,0.22659591647062882,0,0.30328961964964685,0,0.17278752325982205,0,0.3000045210115917,0,0.13856333696608525,0,0.11603783535398726,0,0.1835709531513352,0,0.10380212416295898,0,0.19142226056858447,0,0.09593929758468822,0,0.05808908503366794,0,0.11344582313439089,0,0.06665388346773238
0,0.009498759438352544,0,0.11492045044400845,0,0.05001270461377216,0,0.18424521584235898,0,0.17950086555687206,0,0.0038813836133878565,0,0.05576423112760387,0,0.024730031719271572,0,0.09614591323986432,0,0.11167943324928009,0,0.0013041019905971618,0,0.017654041061438752,0,0.008991303097420689,0,0.07787507233966295,0,0.07594325792109258
0,0.3036558600677107,0,0.13806815411448958,0,0.15662784017610965,0,0.10373410956785178,0,0.19930467801763052,0,0.20311328430965236,0,0.05790557809695174,0,0.05918404737839067,0,0.050595391589063676,0,0.1257156523408567,0,0.11923254485769785,0,0.03779124381787491,0,0.02181294093996089,0,0.049634118670545346,0,0.0805955402282712
0,0.10373119279919196,0,0.15865128660321903,0,0.04825427041277364,0,0.053637352290580864,0,0.19393817774072242,0,0.05737341072333246,0,0.09679989076861228,0,0.019186255002930364,0,0.02123222930591384,0,0.12318229304318051,0,0.027083962198887535,0,0.035797209749582115,0,0.007872806221335793,0,0.022459046748257272,0,0.06767265141168066
0,0.07588641260321038,0,0.0798481640729577,0,0.05371733214291152,0,0.01844285286299252,0,0.20050726113109674,0,0.040064741592124475,0,0.03619798083704884,0,0.019508542431027953,0,0.004676578452452951,0,0.13018521862137855,0,0.017943085033953476,0,0.01065257309015466,0,0.006959735508140552,0,0.00868504489340649,0,0.08474712781104166
0,0.08029563664996586,0,0.1486938390029936,0,0.0557060200050139,0,0.06610333468461127,0,0.22537262146055292,0,0.04274135926029021,0,0.06643835440510604,0,0.01448844595592269,0,0.026404457498962586,0,0.1459550332862578,0,0.019319867815535074,0,0.026961605748488937,0,0.007307958271530857,0,0.02041759868781956,0,0.10181889075030237
0,0.49496655036127923,0,0.34985991027672303,0,0.13420143029945142,0,0.2307584364448627,0,0.2719464290313095,0,0.3709814578072824,0,0.20303337397112586,0,0.04778754480933023,0,0.09162099130789259,0,0.18174350326317867,0,0.24903335741232646,0,0.09261769573386291,0,0.02268622903252815,0,0.032426269231547455,0,0.11446080890211852
1,0.7701392006649976,0,0.3645787103300304,0,0.2439960227589124,0,0.42283075858500785,0,0.2625512746884412,1,0.6637310959787477,0,0.2334765272203282,0,0.12236156640832929,0,0.27228074726009865,0,0.16894402288620736,1,0.5296490797215339,0,0.11770954082790341,0,0.055729680364602796,0,0.11148366596027026,0,0.11606956120975442
0,0.3785493252453769,0,0.22599346658042307,0,0.12234577278452252,1,0.5002356205399145,0,0.3792321890393586,0,0.2656801713126372,0,0.14399816982401925,0,0.056856220930619594,0,0.33155424170121783,0,0.26774135377804953,0,0.16497603363104796,0,0.07946809474595695,0,0.023460298705999416,0,0.15413867030765938,0,0.20344023922493026
