AutoMLP_90,AutoMLP_prob_90,AutoNHITS_90,AutoNHITS_prob_90,AutoLSTM_90,AutoLSTM_prob_90,AutoGRU_90,AutoGRU_prob_90,AutoMLP_95,AutoMLP_prob_95,AutoNHITS_95,AutoNHITS_prob_95,AutoLSTM_95,AutoLSTM_prob_95,AutoGRU_95,AutoGRU_prob_95,AutoMLP_99,AutoMLP_prob_99,AutoNHITS_99,AutoNHITS_prob_99,AutoLSTM_99,AutoLSTM_prob_99,AutoGRU_99,AutoGRU_prob_99
0,0.4812996258473903,0,0.4973427918432092,0,0.49511770568841484,0,0.4914811846249406,0,0.47869230247538774,0,0.494609743115591,0,0.4923871501989614,0,0.48878202357776523,0,0.47630499273356375,0,0.4921067004028268,0,0.4898864820912857,0,0.4863102482236912
0,0.47387967689087795,1,0.5016717234874957,0,0.49845247705798745,0,0.49789572513577474,0,0.4713319011670418,0,0.49898168386938224,0,0.4957338809280305,0,0.49525669933274585,0,0.468999361821005,0,0.4965178529733527,0,0.49324402757741104,0,0.49283973481754917
0,0.48456342681528874,1,0.5192194791405129,0,0.4989083058687076,0,0.49346865794157513,0,0.4820410974253556,1,0.5165839880962884,0,0.49620295279656745,0,0.49091012621335905,0,0.4797314666224103,1,0.5141694430878778,0,0.4937252084917708,0,0.4885670342897257
0,0.47874934592495644,1,0.5188929768253139,1,0.5030881889091021,0,0.4936305215508683,0,0.47625675829161596,1,0.5162920412918391,1,0.5003947296623971,0,0.4911495504040103,0,0.4739745530356332,1,0.5139091740726445,0,0.4979277102276046,0,0.48887747048988717
0,0.4647618920883727,1,0.5281428211842732,1,0.5021211580194236,0,0.49304249115167076,0,0.46230091735922096,1,0.5256163419353956,0,0.49945323947197984,0,0.49060909877249914,0,0.460048117819159,1,0.5233013753008273,0,0.497009650672524,0,0.4883806037140761
0,0.45724002797681507,1,0.5426333149161989,1,0.5058565643544206,1,0.5085447636763825,0,0.45479483359069106,1,0.5401708034679963,1,0.503214812292718,1,0.5061280347816447,0,0.45255672401083813,1,0.537913977954902,1,0.5007950449031819,1,0.5039142982332955
0,0.45769694021598384,1,0.5504040586138744,1,0.5111315945101075,1,0.5134094114616378,0,0.4552657482086855,1,0.5479735370398289,1,0.508511759750217,1,0.5110245949542018,0,0.4530404309003814,1,0.5457457860284521,1,0.506111868469378,1,0.5088399392369939
0,0.45063578136285,1,0.5514814998914594,1,0.5212209415781686,1,0.5388884025953167,0,0.44820616405837777,1,0.5491119534328547,1,0.5186684403617092,1,0.5365674202495012,0,0.4459825233975049,1,0.5469400929764018,1,0.5163298721034779,1,0.5344404850660573
0,0.43934280174315676,1,0.5637794838356706,1,0.5280667164740753,1,0.5349736809965611,0,0.4369168554788184,1,0.5614561477633329,1,0.5255732987906123,1,0.5327297688973143,0,0.4346969532724846,1,0.5593262895047855,1,0.5232886390987876,1,0.530673603931276
0,0.4187272817396668,1,0.5750033829963015,1,0.5382738623842949,1,0.5582330474138619,0,0.4163098455115908,1,0.5727436746474144,1,0.5357828196044823,1,0.5560591225075329,0,0.41409843260314094,1,0.5706718581436155,1,0.5334999830178473,1,0.5540664924180454
0,0.4241346056965529,1,0.5881913236025333,1,0.5458400146709137,1,0.5570625756500454,0,0.42172922550607006,1,0.5859826068812298,1,0.543362212926083,1,0.5548914080310521,0,0.4195286401400524,1,0.5839572020312083,1,0.5410912552177564,1,0.5529013387600712
0,0.49818215911203223,1,0.5114824792749514,1,0.5092608894030461,0,0.48737327821109955,0,0.49382803347163495,1,0.5069411986269031,1,0.5048267726873737,0,0.4830593872254273,0,0.48843448395444644,1,0.5013135098647918,0,0.49933227299705085,0,0.4777174153506466
1,0.5181133939620376,1,0.5230039780157629,1,0.5187973366254164,0,0.48928713139886704,1,0.513873125294042,1,0.5185259269467675,1,0.5144721760306372,0,0.48521341683540553,1,0.5086174406177639,1,0.5129745791406773,1,0.5091111301214218,0,0.48016839747736173
1,0.5058299200686004,1,0.5332331147322393,1,0.5087771613336393,0,0.48647057004092453,1,0.5016823913972726,1,0.5288354623560458,1,0.504554855655251,0,0.48256799166621855,0,0.4965435294101189,1,0.5233820858765276,0,0.499322894416076,0,0.4777351750925849
0,0.48006095309916097,1,0.544369172646636,1,0.5097022309826365,0,0.4783183316867484,0,0.4759832911079138,1,0.540033270091852,1,0.5055743653323461,0,0.47448614384567434,0,0.4709347278880296,1,0.5346546674812103,1,0.5004592887603977,0,0.4697414933373103
0,0.4523876968913868,1,0.5559128277616641,0,0.4992145594016465,0,0.4709289882967822,0,0.4483656115823964,1,0.5517363704471271,0,0.49522107520137126,0,0.467262629055918,0,0.44338976976404554,1,0.5465539555493496,0,0.49027398060538985,0,0.4627240073653496
0,0.459118872726056,1,0.5732116681127409,1,0.5077021667556509,0,0.4709311343674637,0,0.45509511304041717,1,0.5691118092197558,1,0.5038867733971046,0,0.4673678574343594,0,0.4501162274955226,1,0.5640219099401,0,0.49915916484226575,0,0.46295672359950424
0,0.4377478629342332,1,0.5852088777922562,0,0.49582033920658475,0,0.4546738503732545,0,0.4337544214111706,1,0.5812393635985434,0,0.49206784403599213,0,0.45129193923349875,0,0.42881607870545135,1,0.5763098055487546,0,0.4874196291321935,0,0.44710678164413775
0,0.4164895743702981,1,0.5940435463918097,1,0.5114300627588149,0,0.4391765204137684,0,0.4125141984253313,1,0.5901886622360722,1,0.5077558850350892,0,0.435797465673745,0,0.40760129419566604,1,0.5854005014898422,1,0.5032028144692731,0,0.4316174401727355
0,0.3974294573301662,1,0.6068707922948633,1,0.519319806603672,0,0.39762163435484166,0,0.39346380786465196,1,0.6031604194922289,1,0.5158001036430717,0,0.3941633644037811,0,0.38856582062493716,1,0.5985504320268932,1,0.5114376230110378,0,0.3898902492639844
0,0.39693290157628913,1,0.6196389219961609,1,0.5277616173267592,0,0.4031444817339671,0,0.3929616259148452,1,0.6160327569931375,1,0.5244580067934506,0,0.39970593397588516,0,0.3880567908053375,1,0.6115508892152268,1,0.5203626276418956,0,0.39545647220143065
0,0.3838797961578242,1,0.6313552305092941,0,0.49479971433369496,0,0.37339092034301524,0,0.3799529836499864,1,0.6278944831496045,0,0.4915517008376138,0,0.3700457616293249,0,0.3751049393220287,1,0.6235923812991626,0,0.487528313524789,0,0.36591483552644866
1,0.5090211328946165,1,0.511336226156223,1,0.5125096992594522,1,0.5088167263830294,0,0.4992784122000492,1,0.5017932781484572,1,0.5028355644573088,0,0.4991197197579329,0,0.4937302936552608,0,0.4963582905004542,0,0.49732557183874426,0,0.4935976781591963
1,0.5089566320181009,1,0.5109157495185415,1,0.5054573458922567,1,0.507563020537817,0,0.4992545343574565,1,0.5014844662109441,0,0.49582438860131883,0,0.4979333504120279,0,0.4937295577274923,0,0.49611316538917716,0,0.49033968225981417,0,0.49244996649330697
1,0.52853480654635,1,0.518289312200465,1,0.518689763661802,1,0.523852568215565,1,0.518899518385026,1,0.5089640401400968,1,0.5092192873393349,1,0.5143610318079838,1,0.5134074561006373,1,0.5036512979932338,1,0.5038237107038006,1,0.5089521450088275
0,0.4989352896648622,1,0.5158917758945534,1,0.5059063898329746,1,0.5111609825446424,0,0.48930903488305233,1,0.5065833505660013,0,0.49650679628996575,1,0.5016880820263161,0,0.48382983968726967,1,0.5012807916278585,0,0.49115478184731687,0,0.49629302341565207
0,0.4988468673369024,1,0.5238585983563642,1,0.5166955738479133,1,0.5172861236695472,0,0.48926919639185984,1,0.5147330210777445,1,0.507368806209519,1,0.5079920197662391,0,0.48381765466904214,1,0.5095327540551222,1,0.5020556019452005,1,0.5026972802834273
0,0.4962273659032618,1,0.5312131198787409,1,0.5116004606923632,1,0.5170862703399335,0,0.48667143664371526,1,0.5221824617442704,1,0.5023356716620373,1,0.5079681012657828,0,0.48123293189522975,1,0.5170346097655008,0,0.4970590054194357,1,0.5027736433045927
1,0.5105908789926326,1,0.5375014301828029,1,0.5236113316149419,1,0.5369331828489479,1,0.5010725293155245,1,0.5285434859960183,1,0.5144398741165563,1,0.5282879629511781,0,0.49565173752686353,1,0.523435680246915,1,0.509213510948155,1,0.5233587638429966
0,0.48319315653595574,1,0.5362259025700207,1,0.5122613723315959,1,0.5240813120694279,0,0.4736795648846628,1,0.5273346979701792,1,0.5032048790252581,1,0.5154238344924449,0,0.46826845472413037,1,0.5222652710397797,0,0.498046671517827,1,0.5104903681475703
0,0.48392805165316866,1,0.5454085456416575,1,0.5218551106731415,1,0.5379719498344278,0,0.474403528119844,1,0.5366531957887455,1,0.5131679098901263,1,0.52948442668494,0,0.4689860216322037,1,0.5316592891297147,1,0.5082179728113612,1,0.5246450116329591
0,0.47560656316111816,1,0.5527751118111288,1,0.5133449011977116,1,0.5372693043971213,0,0.46606917779109547,1,0.5441144655720633,1,0.5047413979682882,1,0.5288557379074399,0,0.4606465087032231,1,0.5391730559602197,0,0.4998409383094329,1,0.5240586742895004
0,0.4924229720077503,1,0.5597116374128205,1,0.5276246286627568,1,0.5511153998085208,0,0.48289886024508377,1,0.5511624615456948,1,0.5189944543148686,1,0.5424076168046394,0,0.47747941663779936,1,0.546283282365519,1,0.5140758076065256,1,0.5374396323594478
0,0.47820017336094844,0,0.47638801017725396,1,0.520265434711106,0,0.4730453656310424,0,0.46053086808614774,0,0.45862374277885687,1,0.5025137261311411,0,0.4554162880672147,0,0.44306860970800466,0,0.4410718306685312,0,0.48488799972564245,0,0.4380036196819741
0,0.4513452246297047,0,0.47464695195399176,1,0.5012026033788572,0,0.47918732220338023,0,0.43410075304035944,0,0.4575823260110493,0,0.4835777837197942,0,0.4619214143125009,0,0.41710660207781136,0,0.44072054231392277,0,0.4661146184586241,0,0.44485352129746114
1,0.5037089926365179,0,0.49183345691268276,1,0.5610870728347297,1,0.5310403222514889,0,0.4866269862998883,0,0.4753568836559362,1,0.5444404971372176,1,0.5143073566400613,0,0.469695188884925,0,0.4590434015485785,1,0.5278391523879225,0,0.4976728391667725
0,0.4535634544860301,0,0.4825798226883605,0,0.4998740460712272,0,0.4990967775980434,0,0.4367488463198129,0,0.46632753385416137,0,0.48330991520196254,0,0.4829854021767116,0,0.42017051286378715,0,0.45025045439258327,0,0.4668963866218563,0,0.4670202846520962
0,0.46837561458924737,0,0.49829587988500146,1,0.548491635016756,1,0.5055387842799839,0,0.4517394420595112,0,0.48284487061526105,1,0.5321947942934407,0,0.4896660413204912,0,0.4353093613193959,0,0.46753326111316473,1,0.5159645957066273,0,0.47392653531276274
0,0.4414527139384856,1,0.520024783893436,1,0.5294546954289807,0,0.49410026077347957,0,0.42500342153193194,1,0.5049971219348872,1,0.5133459666175069,0,0.4787756299196849,0,0.40880357979384807,0,0.4900732820014694,0,0.4973344746053089,0,0.46359499801552384
0,0.47314938848659516,1,0.5317783239339606,1,0.5933583982734525,1,0.5655052224991516,0,0.45678774896773955,1,0.5169126017275518,1,0.5781821750827281,1,0.5516388165438126,0,0.44061891339199655,1,0.5021332337045342,1,0.5630021562867087,1,0.5378120063998251
0,0.4288112019515491,1,0.5232262425045582,1,0.5290352381713613,1,0.5365367725394354,0,0.41260931256950073,1,0.5086919573560813,1,0.5143175321394348,1,0.5229572424402071,0,0.39667284790749757,0,0.49425345228483475,0,0.4996890657127415,1,0.509451460912894
0,0.43801365541081294,1,0.540132298764964,1,0.5600250595263169,1,0.5727883679807475,0,0.42171957011314043,1,0.5259879277340777,1,0.5467966573041197,1,0.5595739722105944,0,0.405677136600199,1,0.5119154091225715,1,0.5336142705964365,1,0.5463910979678788
0,0.3960268109434715,1,0.5560011379012221,1,0.5397530464163962,1,0.5714127096541637,0,0.379967948945067,1,0.5420571635723516,1,0.5265238952534304,1,0.5583485967574819,0,0.3642296314653084,1,0.5281646540641951,1,0.5133633319254128,1,0.5453177643341651
0,0.43080105959385095,1,0.5680154449687506,1,0.5899628486267492,1,0.6220199935360247,0,0.4146182064173132,1,0.554545507961888,1,0.5769491287841038,1,0.60891380623328,0,0.3986967682675432,1,0.5411123591074132,1,0.5639478220100089,1,0.5957807981908783
1,0.5094200481958714,1,0.5016702046433226,1,0.5068665727381434,1,0.5052718561279845,0,0.49747225865108446,0,0.4896620745898689,0,0.49507175071204323,0,0.4933183495565072,0,0.486989960707198,0,0.47913267046344776,0,0.4847253710530627,0,0.4828341074560063
1,0.513075704316272,1,0.5061417170030034,1,0.5156497601922204,1,0.512709912132395,1,0.5012641588633563,0,0.4942933817941324,1,0.5039966748517277,1,0.500878707531786,0,0.49089864246704373,0,0.48390063891053425,0,0.4937683186994526,0,0.4904962154073226
1,0.5031508944068794,1,0.5114387946001933,1,0.5068936383798676,1,0.5086093581584967,0,0.4914433032963448,0,0.4997256303000428,0,0.4953815313970509,0,0.49686875223652016,0,0.48117599468568595,0,0.4894475567290022,0,0.4852828690762302,0,0.48656863602373523
0,0.4948368390794079,1,0.510043217706259,1,0.5109015454482015,1,0.5054654693402161,0,0.4832369677492361,0,0.49838493030417075,0,0.49952874062486097,0,0.49385368026675547,0,0.47306979505285507,0,0.48815595550954394,0,0.4895494710758729,0,0.4836686626176774
0,0.4998648796323235,1,0.5218035645691952,1,0.5222208133126469,1,0.5145184972359074,0,0.48832156950188643,1,0.5104301686305857,1,0.5112098037546313,1,0.5031742305021776,0,0.47820040998009017,1,0.500443072745303,1,0.5015406671305735,0,0.4932175740000001
1,0.5023606909382554,1,0.5331667802004496,1,0.5274192641788487,1,0.5280545230515032,0,0.49087723763211233,1,0.5219291979477791,1,0.5165123897390203,1,0.517069175490253,0,0.48080677808642713,1,0.5120538916445133,1,0.5069314896392957,1,0.5074189146442853
0,0.48523284313510184,1,0.5395986242096542,1,0.5184051649037668,1,0.5253706235012803,0,0.4737927376514258,1,0.5285208636091356,1,0.5075770265660119,1,0.5148607753643977,0,0.46377186453729513,1,0.5187819791808306,0,0.49807080963002504,1,0.5056299601685407
0,0.47622665035879286,1,0.5390066117651865,1,0.522947058193393,1,0.5065993726136999,0,0.4647927668809829,1,0.5280542430112587,1,0.5124456989055075,0,0.49613065510374943,0,0.454783470915898,1,0.5184260998690147,1,0.503223731055803,0,0.4869466408738544
0,0.482929743373561,1,0.5528486491442772,1,0.5323747444704112,1,0.5279670689447451,0,0.4714568564694983,1,0.5421131823009356,1,0.5223816144535824,1,0.5179066526039531,0,0.4614089181380854,1,0.5326675070144646,1,0.5136011404747591,1,0.5090693381427355
0,0.4753838570982193,1,0.5624001168692202,1,0.5379315017843991,1,0.5665738804757919,0,0.46391343489633186,1,0.5518138901634846,1,0.528234445436778,1,0.5564780841124157,0,0.4538728324546796,1,0.5424940581987777,1,0.519711582431048,1,0.5475888170096339
0,0.4594311541490391,1,0.5701262625484289,1,0.5135270347434029,1,0.5652522568100766,0,0.44804084028677993,1,0.559714643251261,1,0.5041846454157084,1,0.5544314877951615,0,0.43808105079052595,1,0.5505443910333412,0,0.49598493284834866,1,0.5449028101783622
0,0.4629545037761802,0,0.4505355865116576,0,0.45929723122330035,0,0.44730221008753523,0,0.45005664841758486,0,0.4383119333097394,0,0.4463864716106144,0,0.434437747035058,0,0.43233526610474926,0,0.4215310461813149,0,0.4286539297335634,0,0.4167895899809031
0,0.45235506699678074,0,0.448140487239008,0,0.4544337864764475,0,0.4441828024422454,0,0.4395857063249028,0,0.43612596515574586,0,0.44175216758434854,0,0.431411073735405,0,0.4220581279952009,0,0.41963387880999703,0,0.42434056618753824,0,0.41389462390005016
0,0.4500661522316056,0,0.447920070184588,0,0.4579819792809352,0,0.4479716280921159,0,0.4373329252764627,0,0.43610166288161367,0,0.44539846145120676,0,0.43521840900618813,0,0.4198585577717975,0,0.41987720368400294,0,0.42811461391610284,0,0.4177204789811807
0,0.4633419127272842,0,0.4496140333776173,0,0.4610456314346517,0,0.45267429948110194,0,0.4506200986884611,0,0.4377665254555132,0,0.44847254604869535,0,0.439970342012559,0,0.43313839741931226,0,0.4214998433783256,0,0.43119779393475843,0,0.4225313247236617
0,0.4726854677569037,0,0.4568899667734735,0,0.4669777611516013,0,0.4546013920933055,0,0.45994669056460935,0,0.4452382803978119,0,0.4544529956992216,0,0.44190623069033974,0,0.44242588391767246,0,0.4292280735008772,0,0.4372343870199684,0,0.4244758802423103
0,0.46095871515374975,0,0.45944175928752595,0,0.4583408828148514,0,0.44611062843844307,0,0.44828145037533407,0,0.44787550344242644,0,0.4458951446372569,0,0.43356682256388757,0,0.43086463473252756,0,0.431978345599055,0,0.4287986977592513,0,0.4163571629106658
0,0.4584154893764194,0,0.4644591215669466,0,0.45477400392082756,0,0.4483796883928073,0,0.4457303066536048,0,0.4529092123318209,0,0.44244725475348656,0,0.4359841629309934,0,0.4283070242085041,0,0.4370273134619913,0,0.4255189681575835,0,0.4189726032180552
