SeasonalNaive_90,SeasonalNaive_prob_90,AutoMLP_90,AutoMLP_prob_90,AutoNHITS_90,AutoNHITS_prob_90,AutoLSTM_90,AutoLSTM_prob_90,AutoGRU_90,AutoGRU_prob_90,SeasonalNaive_95,SeasonalNaive_prob_95,AutoMLP_95,AutoMLP_prob_95,AutoNHITS_95,AutoNHITS_prob_95,AutoLSTM_95,AutoLSTM_prob_95,AutoGRU_95,AutoGRU_prob_95,SeasonalNaive_99,SeasonalNaive_prob_99,AutoMLP_99,AutoMLP_prob_99,AutoNHITS_99,AutoNHITS_prob_99,AutoLSTM_99,AutoLSTM_prob_99,AutoGRU_99,AutoGRU_prob_99
0,0.0006116907438975527,0,0.0,0,0.0,0,0.0,0,9.314771176605063e-14,0,0.00026166099878510707,0,0.0,0,0.0,0,0.0,0,4.235500838944972e-13,0,1.7061766486303753e-06,0,0.0,0,0.0,0,0.0,0,0.0
0,0.0006116907438975527,0,0.0,0,0.0,0,0.0,0,3.420805860798737e-10,0,0.00026166099878510707,0,0.0,0,0.0,0,0.0,0,6.273553898594741e-10,0,1.7061766486303753e-06,0,0.0,0,0.0,0,0.0,0,1.226796442210798e-13
0,0.0013578182224232016,0,0.0,0,0.0,0,0.0,0,5.4289905904170155e-14,0,0.0006116914939626739,0,0.0,0,0.0,0,0.0,0,4.951594689828198e-14,0,5.189016394901991e-06,0,0.0,0,0.0,0,0.0,0,0.0
0,0.0016440875448648917,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0007502596781883142,0,0.0,0,0.0,0,0.0,0,0.0,0,6.795873221498994e-06,0,0.0,0,2.4646951146678475e-14,0,0.0,0,0.0
0,0.0009172493098906775,0,0.0,0,0.0,0,0.0,0,7.05990821359137e-13,0,0.000402675967410393,0,0.0,0,0.0,0,0.0,0,2.7732260932111785e-12,0,2.995304676400856e-06,0,6.661338147750939e-16,0,1.3322676295501878e-15,0,0.0,0,8.548717289613705e-15
0,0.00040267586590247983,0,0.0,0,0.0,0,0.0,0,2.120525977034049e-14,0,0.00016782815357152536,0,4.958256027975949e-13,0,0.0,0,0.0,0,6.783462680459706e-14,0,9.590133936976386e-07,0,1.4351853039329399e-12,0,2.004674204414414e-11,0,0.0,0,2.220446049250313e-16
0,0.0006116907438975527,0,6.620118897515681e-10,0,0.0,0,0.0,0,4.436890854719877e-10,0,0.00026166099878510707,0,5.754119014600434e-08,0,0.0,0,0.0,0,1.1302249580680268e-08,0,1.7061766486303753e-06,0,1.5469383551902638e-09,0,2.3643081970003976e-07,0,0.0,0,4.466489400556384e-09
0,0.0006116907438975527,0,2.6510686229608282e-05,0,3.404421189401319e-11,0,0.0,0,0.0,0,0.00026166099878510707,0,3.172549328689378e-05,0,2.7395206103619785e-09,0,0.0,0,0.0,0,1.7061766486303753e-06,0,8.164749919492564e-07,0,6.317773551423045e-06,0,0.0,0,0.0
0,0.0011177980856572622,0,0.0006711880014783622,0,3.691321076582099e-07,0,0.0,0,0.0,0,0.0004971047753610236,0,0.0006350389549588664,0,2.4655858762656635e-05,0,0.0,0,0.0,0,3.948971870060269e-06,0,7.91696551352139e-05,0,0.00043336864745135983,0,0.0,0,0.0
0,0.0006116907438975527,0,0.0012661971796666949,0,6.07531590257615e-07,0,0.0,0,0.0,0,0.00026166099878510707,0,0.0015450065855043826,0,5.137386124198784e-05,0,0.0,0,0.0,0,1.7061766486303753e-06,0,0.00016453978866548535,0,0.0013278276857243698,0,0.0,0,0.0
0,0.0007502587891252688,0,0.00157399072617459,0,6.660201404828925e-07,0,0.0,0,0.0,0,0.00032512732496869923,0,0.0017822687058315356,0,5.760277976096795e-05,0,0.0,0,0.0,0,2.264408190288947e-06,0,0.0002722657446355692,0,0.0015386186369793498,0,0.0,0,0.0
0,0.0007502587891252688,0,0.0014358012839619239,0,2.305277360115099e-07,0,0.0,0,0.0,0,0.00032512732496869923,0,0.0010488533406842748,0,4.49956413954844e-05,0,0.0,0,0.0,0,2.264408190288947e-06,0,9.505569070655806e-05,0,0.001003188682452194,0,0.0,0,0.0
0,0.07199010635788139,0,7.34924511103241e-06,0,6.554199716291009e-08,0,4.7127242639000144e-05,0,0.00011226761991500744,0,0.015290995170397115,0,5.15688713953466e-10,0,1.2286838213526607e-12,0,7.03416929814793e-07,0,9.577490232004493e-07,0,0.001737528242102493,0,5.18662557347227e-10,0,0.0,0,2.347990091244867e-08,0,3.5895726391288463e-09
0,0.02688471252007585,0,2.390314088351886e-05,0,1.4357747897264517e-06,0,0.00017697115511883243,0,0.0012895575418010452,0,0.004268857722186881,0,7.319193473520613e-08,0,1.9098589043586855e-08,0,9.514043180169907e-06,0,5.4795880252256346e-05,0,0.00034969629965986293,0,2.832257284257622e-08,0,3.773981127608295e-12,0,5.834633365342512e-08,0,8.274080813497342e-06
0,0.013178354790338132,0,1.1289890437526928e-05,0,6.003058173886799e-07,0,0.0018293691391407796,0,0.00320685685815314,0,0.0017375269768494794,0,2.1932024119042381e-07,0,1.2684904904247674e-08,0,0.0001571803396638316,0,0.00023475624909752302,0,0.00011568629057567836,0,2.0516905285816733e-08,0,7.806755242256713e-12,0,1.5932497923865085e-05,0,7.434214561441443e-05
0,0.005061694142672546,0,7.832204209190508e-06,0,6.763566255951758e-07,0,0.003354942674310246,0,0.008736069589123319,0,0.0005321996129610262,0,1.648995320291391e-07,0,3.412741533814767e-09,0,0.00016949897022666693,0,0.0011050798304388376,0,2.756825733662982e-05,0,2.9428716463719695e-08,0,1.467403976107562e-11,0,5.627360049942354e-06,0,0.0005747773140715173
0,0.0011862451605851865,0,1.1789457589062025e-06,0,3.3974181368190415e-07,0,0.004743303440192359,0,0.02187275064086791,0,9.183161167636289e-05,0,4.39054640422043e-08,0,1.105002755963369e-09,0,0.0003005767961185013,0,0.00445387510729911,0,3.393290865294496e-06,0,2.219861738872453e-09,0,1.871836019518014e-12,0,1.4495325052155117e-05,0,0.00317570218824359
0,0.0011862451605851865,0,3.650888285022802e-07,0,2.681389907888132e-07,0,0.01715651889283165,0,0.03962630589765748,0,9.183161167636289e-05,0,2.2113188058447975e-08,0,8.329509304516591e-10,0,0.001658950326987263,0,0.010571568333492931,0,3.393290865294496e-06,0,1.4045273832863359e-09,0,2.6116886431282182e-12,0,0.0001309838167151689,0,0.007628626648995662
0,0.0017375246616923024,0,1.5039257259208405e-05,0,2.5682301352247805e-07,0,0.028825476579079412,0,0.052560086632968406,0,0.00014526659702795985,0,4.600917513641889e-08,0,8.806581464071428e-09,0,0.0018779269180172475,0,0.015565312207058368,0,5.842491419105755e-06,0,1.287150941386983e-09,0,5.645939271659017e-11,0,0.0002155353125329329,0,0.01168531039425591
0,0.0035889473773565994,0,2.3614017114148567e-05,0,8.072049760055044e-06,0,0.03464578782163463,0,0.04661625862071528,0,0.0003496960095995538,0,2.5880336029793227e-07,0,1.875275501550533e-08,0,0.004177482418903811,0,0.014107852062227089,0,1.6652575513309564e-05,0,2.3569617479957117e-08,0,1.0096146141336249e-11,0,0.0006061586953113318,0,0.012676779442575725
0,0.0042688530324451746,0,6.836974357826708e-05,0,5.98856353395405e-08,0,0.03897789075897151,0,0.04666527752286298,0,0.00043209479626848957,0,6.277792929942905e-07,0,5.417911674854281e-10,0,0.0055638635970811645,0,0.01533321210763694,0,2.146118306534106e-05,0,1.7939846053138808e-07,0,6.386557949156213e-12,0,0.0008370725667727896,0,0.01675639781999705
0,0.0017375246616923024,0,5.638300949573072e-06,0,5.840528061185069e-11,0,0.015047815174591417,0,0.02615337669676121,0,0.00014526659702795985,0,1.7389846007631604e-08,0,4.2510439612897244e-13,0,0.0015995080213003776,0,0.0078096219799062006,0,5.842491419105755e-06,0,1.7323105061528565e-08,0,8.659739592076221e-15,0,0.00021137623277656115,0,0.012410800912549647
0,0.0005321987378711368,0,4.350889648563339e-09,0,0.0,0,0.005842401494869143,0,0.008695686945590309,0,3.529792454659564e-05,0,3.0798141814614155e-11,0,0.0,0,0.0006998543779332955,0,0.0018571476113645735,0,1.1003911916107612e-06,0,4.1118730642608625e-10,0,0.0,0,0.00016238523022238383,0,0.004776742404268952
0,0.0001452664223631217,0,1.1879386363489175e-14,0,0.0,0,0.0037434680469169423,0,0.0030784629728551893,0,7.628690113836711e-06,0,0.0,0,0.0,0,0.0010108773730502785,0,0.0004954364085710816,0,1.8407806889886302e-07,0,1.8540724511240114e-14,0,0.0,0,0.0002853057054480468,0,0.0025153814128812124
1,0.9999999999088983,1,0.99999999999999,1,0.9999999999999983,1,1.0,1,0.9999998654796187,1,0.9999999997351346,1,0.9999999999999998,1,0.9999999999999181,1,0.9999999999999989,1,0.9999995763747201,0,2.2787016717984443e-10,0,2.0387972421431755e-09,0,4.49732776575118e-08,0,4.432980044266621e-06,0,0.01065835989053987
1,0.9999988186127134,1,0.9999999999992256,1,0.999999999945088,1,0.9999999999954094,1,0.9999989491180397,1,0.9999973685537046,1,0.9999999999934974,1,0.9999999999368292,1,0.9999999997817042,1,0.9999967642902127,0,1.5543122344752192e-15,0,5.069160546877782e-08,0,6.552617670685379e-09,0,0.0003845517668561449,0,0.011966414655264268
