AutoMLP_90,AutoMLP_prob_90,AutoNHITS_90,AutoNHITS_prob_90,AutoLSTM_90,AutoLSTM_prob_90,AutoGRU_90,AutoGRU_prob_90,AutoMLP_95,AutoMLP_prob_95,AutoNHITS_95,AutoNHITS_prob_95,AutoLSTM_95,AutoLSTM_prob_95,AutoGRU_95,AutoGRU_prob_95,AutoMLP_99,AutoMLP_prob_99,AutoNHITS_99,AutoNHITS_prob_99,AutoLSTM_99,AutoLSTM_prob_99,AutoGRU_99,AutoGRU_prob_99
0,0.4389242853924685,0,0.4258870544311435,0,0.44220985879800545,0,0.4442156336615004,0,0.3976293843908688,0,0.3868500932516966,0,0.4031218180424111,0,0.4085056956028046,0,0.3535139818682753,0,0.3452109197762163,0,0.36123314064840284,0,0.3700973722151728
0,0.4790519642891663,0,0.45015064655768744,0,0.43194987007391583,0,0.42269161201862915,0,0.4382166694852849,0,0.41120060755441434,0,0.3939962819831109,0,0.3878380404225389,0,0.394064878743948,0,0.3693613130760375,0,0.3533958681383498,0,0.350529032559718
0,0.4208384147693366,0,0.3337062033729332,0,0.40563598445940807,0,0.4086045257910831,0,0.38020817978185273,0,0.2979249915637472,0,0.36809859591891314,0,0.373679179206325,0,0.33701252510003155,0,0.26072421450292127,0,0.3282301287002285,0,0.3364375187327624
0,0.39553949017871415,0,0.40796792112473923,0,0.39689829166539836,0,0.4167725338752004,0,0.3565109028953519,0,0.36985296142675783,0,0.3605268770386201,0,0.38019118243186945,0,0.31526757863343113,0,0.329371203743991,0,0.3219409851672457,0,0.34116858134475503
0,0.4216933714210661,0,0.36247311960148654,0,0.3782715868640397,0,0.42003094069235924,0,0.38201218114383084,0,0.3251218673098347,0,0.34267616986328797,0,0.38274146848367097,0,0.3397688944979661,0,0.28598894812901354,0,0.3050869214737484,0,0.34295799485967815
0,0.385454885857602,0,0.36142231166661065,0,0.34810121513926384,0,0.420644238533324,0,0.3476298990922294,0,0.323433264334833,0,0.31450038665747093,0,0.3828870638588985,0,0.3077224290203262,0,0.283688618649766,0,0.27924783672183984,0,0.34261828547233053
0,0.418262487761596,0,0.3378791891224522,0,0.3853646097851049,0,0.4306006751955107,0,0.3792688261527468,0,0.3008151299193592,0,0.34987814906934145,0,0.3928018195425388,0,0.3377681198262822,0,0.26231335264978695,0,0.3123167618186895,0,0.35237590801632657
0,0.42906819772541693,0,0.4088466782580702,0,0.4009277414201814,0,0.44988801421200786,0,0.3893550813171951,0,0.3689277389034623,0,0.3648073506897802,0,0.4127403904108955,0,0.34698547419724546,0,0.3266121607306949,0,0.32643008431317533,0,0.37277694780441173
0,0.4377901248724574,0,0.42382847175477045,0,0.4370975186902475,0,0.4657301168523583,0,0.3986787414400219,0,0.38439104129789137,0,0.4027648457537103,0,0.42921220540760063,0,0.35681880867407645,0,0.3423688078533892,0,0.365858535570317,0,0.3897451005691155
0,0.422960708285228,0,0.3799271047602677,0,0.4379603271654473,0,0.48760335852170433,0,0.3841142275458528,0,0.3410350241090807,0,0.40128319178060257,0,0.4505394023672341,0,0.34270540055047294,0,0.3001401882965675,0,0.36193415788989935,0,0.41027637064883204
0,0.43315924226571667,0,0.3727070717370917,0,0.4406726560872385,0,0.491370129249747,0,0.3947829323524177,0,0.33372912950502864,0,0.4047031664930073,0,0.45608859892962517,0,0.3537338574569826,0,0.2928515191707488,0,0.3660601669425261,0,0.4176879767464434
0,0.3808765211460332,0,0.36340823935604916,0,0.38862802876012625,0,0.45621949002317774,0,0.3432624930557151,0,0.32456505826682136,0,0.3525885412274602,0,0.42004786999900934,0,0.30362463370359116,0,0.2839550891507483,0,0.3144329294915893,0,0.3810387238463563
0,0.49790044009072354,0,0.4837966247801655,0,0.48865548996021335,1,0.5067002531402602,0,0.33450530052872995,0,0.3136349012409849,0,0.31636933262639033,0,0.3365002217960503,0,0.2279533211826783,0,0.20588748252267175,0,0.20711895616218312,0,0.22583718407953235
0,0.4946726566043179,1,0.5032968396422621,0,0.4864297915485183,1,0.5077076403154546,0,0.3350065962960693,0,0.3350295359174542,0,0.31687868461060975,0,0.33768566514701814,0,0.23053222880952573,0,0.22564358965640074,0,0.2090433620421842,0,0.22697749876625628
0,0.4944402093400133,1,0.5043428372193623,0,0.4901434258550723,1,0.509238087506849,0,0.3380273723813103,0,0.3377451432646281,0,0.3209930051967378,0,0.340199406875082,0,0.23510311515162474,0,0.2289837927110745,0,0.2128532759505739,0,0.22974549694289637
0,0.4922988770264961,1,0.5020022593551776,0,0.48766736225261875,1,0.5135793052142751,0,0.33809974932845455,0,0.33890144233448294,0,0.32334928920776407,0,0.3481811573746172,0,0.23645503148108915,0,0.23201288653966745,0,0.21758883391417827,0,0.2388930064826944
1,0.5008901764020544,1,0.5017512184434552,1,0.5011844988848233,1,0.5108920776983241,0,0.34627879487790136,0,0.3406633614521206,0,0.3385555732420297,0,0.34807923638588045,0,0.2435487411001238,0,0.23473960546350858,0,0.23197835017178936,0,0.2403197140272676
0,0.4946915910639713,1,0.5147305813219536,0,0.4943799617144199,1,0.5065723275208285,0,0.3406412800436739,0,0.35459981309343,0,0.33520745370488214,0,0.34382133699625395,0,0.23882083159700196,0,0.24771348527417314,0,0.23099442411528948,0,0.23657680237089718
0,0.48997920067999245,1,0.5041221683416008,1,0.5023198114355094,1,0.5072195717036423,0,0.33477056479660905,0,0.34609099636055174,0,0.3431514271447995,0,0.34410648312751424,0,0.23288871337945372,0,0.24136184477382905,0,0.23807147956286867,0,0.23661877705384016
0,0.49653742101555376,1,0.5210449971302137,1,0.5039992266280819,0,0.4973185047812393,0,0.3365295194398745,0,0.3618224578738687,0,0.3469944242367481,0,0.3377163514542131,0,0.23168959934637967,0,0.2547136420833831,0,0.24277491653605687,0,0.23297910496579277
1,0.5038603460555593,1,0.5282891041436866,0,0.49710503257670324,1,0.5005300266884172,0,0.3443956504808914,0,0.37021945202287765,0,0.33857360901927447,0,0.3386717449590264,0,0.2390071322820122,0,0.26294194746777866,0,0.23436188823484483,0,0.23252565850388096
1,0.5025547700271028,1,0.5157179922126836,0,0.49406584223369254,0,0.4986204555986208,0,0.34394616102083053,0,0.35923942119662455,0,0.3320221347654895,0,0.33582598432925026,0,0.23910779568629126,0,0.2540627715156798,0,0.2265256283154531,0,0.22946533116744816
1,0.5071426219182016,1,0.5361290831762298,0,0.4971123651470287,0,0.4998919830400008,0,0.3465335371692937,0,0.3802731787368333,0,0.33112234647864414,0,0.3353221547071503,0,0.24024026374161367,0,0.2733621074779843,0,0.2234960312201646,0,0.22800496452124497
1,0.5211757527994305,1,0.5430103924717269,1,0.5071445739146154,1,0.5097535655989733,0,0.36035833344607704,0,0.38780689111306277,0,0.34019599298574554,0,0.3412811781624411,0,0.25243982846212887,0,0.28056891546769036,0,0.23094221207456733,0,0.23102155581376915
1,0.8316493754924029,1,0.8043395073695144,1,0.8137072843852318,1,0.8237528177266765,1,0.8277267121576202,1,0.8002655086113253,1,0.8097873098843239,1,0.8201809699595553,1,0.8233184592900098,1,0.7956982054055013,1,0.8053908485602433,1,0.8161757348196882
1,0.8200576341942618,1,0.7836811422113734,1,0.7899316108784308,1,0.8001471889634704,1,0.8160686983297204,1,0.7793507609287191,1,0.7858470249979648,1,0.7963280302269158,1,0.8115908646204106,1,0.774501351340961,1,0.7812735702421343,1,0.7920513926420364
