unique_id,ds,SeasonalNaive,SeasonalNaive-lo-80,SeasonalNaive-lo-90,SeasonalNaive-lo-98,SeasonalNaive-hi-80,SeasonalNaive-hi-90,SeasonalNaive-hi-98,AutoMLP,AutoMLP-median,AutoMLP-lo-98,AutoMLP-lo-90,AutoMLP-lo-80,AutoMLP-hi-80,AutoMLP-hi-90,AutoMLP-hi-98,AutoMLP-loc,AutoMLP-scale,AutoNHITS,AutoNHITS-median,AutoNHITS-lo-98,AutoNHITS-lo-90,AutoNHITS-lo-80,AutoNHITS-hi-80,AutoNHITS-hi-90,AutoNHITS-hi-98,AutoNHITS-loc,AutoNHITS-scale,AutoLSTM,AutoLSTM-median,AutoLSTM-lo-98,AutoLSTM-lo-90,AutoLSTM-lo-80,AutoLSTM-hi-80,AutoLSTM-hi-90,AutoLSTM-hi-98,AutoLSTM-loc,AutoLSTM-scale,AutoGRU,AutoGRU-median,AutoGRU-lo-98,AutoGRU-lo-90,AutoGRU-lo-80,AutoGRU-hi-80,AutoGRU-hi-90,AutoGRU-hi-98,AutoGRU-loc,AutoGRU-scale,AutoDeepAR,AutoDeepAR-median,AutoDeepAR-lo-98,AutoDeepAR-lo-90,AutoDeepAR-lo-80,AutoDeepAR-hi-80,AutoDeepAR-hi-90,AutoDeepAR-hi-98,y_true
ID0,1978-06-30,1083180.0,532158.3,375951.34,82933.016,1634201.6,1790408.6,2083427.0,1266871.4,1264480.5,676923.5,827841.9,939266.25,1612318.0,1695172.2,1835470.0,1266861.1,1286907.0,1212274.9,1215958.9,516617.3,705616.25,805206.9,1613252.5,1724433.9,1952865.2,1211990.4,1352194.2,1259126.5,1261553.9,518343.2,715383.06,849243.8,1690430.2,1788867.4,2047489.0,1266559.5,1362710.1,1260594.4,1261658.4,203011.0,444981.2,679099.56,1838408.1,2016267.8,2423315.5,1255004.0,1494417.0,1463005.5,1406077.0,792144.44,986803.7,1067446.0,1946381.5,2063055.0,2107531.0,1290270.0
ID0,1978-07-31,1375330.0,824308.3,668101.3,375083.0,1926351.6,2082558.6,2375577.0,1405382.4,1406453.9,778097.6,917817.8,1024166.25,1794178.2,1873145.0,2102947.0,1395190.4,1322302.2,1279354.9,1280168.1,475129.7,741269.75,860693.0,1716479.5,1839159.2,2072277.1,1292678.5,1372728.9,1214806.0,1203531.1,473487.56,630677.8,776180.2,1652088.0,1782770.2,2048760.6,1225320.9,1396249.9,1168169.5,1179004.8,-32694.875,321159.62,516170.34,1823081.4,1991260.2,2224355.2,1169482.2,1513610.0,1463057.2,1502370.5,836450.6,936313.75,1054146.0,1808579.2,1940416.0,2351696.0,1926500.0
ID0,1978-08-31,456139.0,-94882.67,-251089.66,-544108.0,1007160.7,1163367.6,1456386.0,1213425.0,1219871.6,554494.75,773555.56,883152.3,1540663.1,1657178.9,1811092.0,1206115.9,1294319.5,855107.0,861138.4,135019.19,330045.12,462733.2,1253490.6,1364100.5,1608109.2,883572.8,1352291.0,1166652.0,1148620.1,324518.3,585274.0,712889.2,1643113.0,1775203.2,2047681.2,1133296.2,1387684.1,1116242.8,1117618.9,73610.94,310695.25,480120.38,1738477.0,1901917.6,2141612.5,1118813.5,1496267.6,1167181.2,1149786.0,472638.75,625273.8,681934.75,1685196.0,1749570.1,1918568.2,843637.0
ID0,1978-09-30,1243690.0,692668.3,536461.3,243443.02,1794711.6,1950918.6,2243937.0,1109427.2,1118827.2,392014.44,611660.75,711220.5,1494361.0,1583188.9,1825666.1,1114132.5,1323177.0,1160011.5,1154332.6,399794.3,629677.7,735497.25,1582387.9,1684587.0,1895306.0,1146050.9,1368719.2,1076310.9,1087368.8,112964.94,421236.12,577053.25,1567576.1,1694670.5,1979006.5,1092682.0,1423091.5,1152823.4,1142844.4,265972.62,495625.25,628832.75,1675408.2,1776308.2,2066384.8,1162915.6,1435780.1,1356459.2,1361443.9,609871.9,810900.06,957252.06,1768576.0,1931656.0,2020761.1,1330520.0
ID0,1978-10-31,922653.0,371631.34,215424.34,-77593.984,1473674.6,1629881.6,1922900.0,1206821.8,1199611.0,542713.06,745131.94,827602.25,1600130.2,1720110.0,1910766.5,1202596.9,1326451.4,991830.25,998510.1,287511.62,479918.88,582317.9,1394699.5,1513769.0,1701295.5,993020.94,1340417.8,1038004.06,1038355.94,140226.56,407412.7,543195.1,1531420.8,1683318.8,1959192.2,1021051.4,1430871.5,1182706.9,1179753.4,299712.06,534804.6,687425.6,1683116.2,1823683.1,2053277.2,1179857.6,1411185.1,1405420.5,1472569.8,602801.5,803281.9,886750.0,1739242.5,1932350.1,2022020.5,1394260.0
ID0,1978-11-30,848388.0,297366.34,141159.34,-151858.98,1399409.6,1555616.6,1848635.0,1098785.8,1086164.1,393136.56,587465.75,714744.25,1532231.2,1643809.4,1819928.8,1070364.4,1354089.4,996272.5,996305.8,323103.5,511514.03,641982.7,1350499.2,1463151.5,1662431.8,997958.44,1315900.0,868099.3,881074.9,-197696.12,143694.38,305134.56,1421212.4,1563622.0,1848664.0,891109.25,1468928.1,1190471.9,1163890.5,337076.5,572891.94,712571.75,1700688.0,1836498.2,2114610.5,1185506.4,1394031.0,1402176.4,1404792.1,792622.4,853659.7,980165.06,1809775.4,1952865.8,2052912.8,950071.0
ID0,1978-12-31,861378.0,310356.34,154149.34,-138868.98,1412399.6,1568606.6,1861625.0,1194128.8,1193264.8,470975.56,691647.1,791296.75,1607684.1,1708777.1,1871679.5,1186686.8,1347134.0,918543.5,908116.7,292081.62,452549.38,536690.8,1281952.1,1397143.6,1619599.5,916068.75,1311597.2,1058511.0,1052897.1,46948.438,380923.38,541125.3,1599040.5,1754229.5,2042478.8,1043603.56,1444821.0,1220282.0,1207945.0,378718.75,622933.3,762817.75,1710324.2,1849792.8,2110019.0,1219705.1,1400953.6,1420643.1,1429154.5,546013.9,783816.94,992339.5,1779941.0,1877608.4,2078063.8,675046.0
ID0,1979-01-31,1459230.0,908208.3,752001.3,458983.0,2010251.6,2166458.8,2459477.0,1236360.2,1236235.8,567958.3,735280.4,864631.8,1619068.9,1710097.5,1931866.0,1226666.2,1331428.2,1154037.1,1153288.8,510571.38,721352.9,785196.0,1506343.8,1599782.2,1810568.0,1163425.0,1306782.4,1091020.2,1096255.9,161464.94,422674.5,592322.7,1588554.8,1752647.2,2042210.5,1103856.4,1437751.2,1277907.0,1278322.5,291138.06,582291.4,747767.0,1792978.9,1950728.5,2197619.5,1283320.6,1439798.4,1477821.5,1514586.4,727897.0,914316.9,1047237.9,1817052.9,1878657.6,2036499.1,2196870.0
ID0,1979-02-28,1782530.0,1231508.4,1075301.4,782283.0,2333551.8,2489758.8,2782777.0,1253679.8,1248932.1,472368.38,738729.75,867798.6,1652049.0,1818850.0,2039259.8,1251902.8,1358793.0,1218445.1,1216676.5,493165.0,702085.1,816574.0,1624885.2,1736357.0,1881031.2,1207886.9,1336576.2,1219331.1,1206203.2,-6582.1875,353714.5,565846.25,1882970.0,2069174.5,2426751.0,1219325.8,1549459.0,1366651.8,1362894.5,437986.7,691166.9,833509.25,1917215.8,2068857.5,2333352.0,1337892.5,1473849.2,1493852.0,1557059.8,785519.0,955941.75,1117520.0,1857744.8,1932631.8,2194637.5,1330660.0
ID0,1979-03-31,1331670.0,780648.3,624441.3,331423.0,1882691.6,2038898.6,2331917.0,1202429.8,1200803.1,443197.88,669958.9,781759.4,1618007.8,1740030.5,1963331.5,1201065.0,1356439.0,1069548.0,1075393.1,410592.2,605692.44,703538.8,1444120.0,1501782.0,1686448.8,1064385.4,1309473.2,1240313.4,1235146.4,360152.38,581659.9,721403.75,1783138.2,1927307.1,2190320.0,1238231.0,1450110.8,1426230.9,1448493.8,393377.3,682736.0,864217.3,1958583.8,2146818.8,2452875.0,1419266.0,1460450.1,1460644.5,1460405.2,781992.6,907214.0,1030753.3,1853992.0,1915031.5,2118412.2,894202.0
ID0,1979-04-30,1672240.0,1121218.4,965011.3,671993.0,2223261.8,2379468.8,2672487.0,1231098.1,1230947.6,350718.88,651278.2,774608.9,1676333.1,1796866.5,2132895.0,1232075.8,1381632.1,1045008.94,1036357.4,421393.2,611345.9,719840.0,1376456.8,1469816.2,1630163.0,1043446.44,1297255.5,1231579.5,1228883.2,174206.44,538359.6,687366.25,1795094.2,1939064.2,2184880.0,1243598.8,1480974.9,1423399.6,1412771.8,279404.2,621094.56,791184.2,2073016.8,2208078.5,2575227.0,1431435.0,1535576.8,1451712.5,1437391.2,723018.6,981300.2,1011580.2,1934791.9,1988273.2,2267632.2,1972540.0
