AutoMLP_90,AutoMLP_prob_90,AutoNHITS_90,AutoNHITS_prob_90,AutoLSTM_90,AutoLSTM_prob_90,AutoGRU_90,AutoGRU_prob_90,AutoMLP_95,AutoMLP_prob_95,AutoNHITS_95,AutoNHITS_prob_95,AutoLSTM_95,AutoLSTM_prob_95,AutoGRU_95,AutoGRU_prob_95,AutoMLP_99,AutoMLP_prob_99,AutoNHITS_99,AutoNHITS_prob_99,AutoLSTM_99,AutoLSTM_prob_99,AutoGRU_99,AutoGRU_prob_99
0,0.1718543865139226,0,0.17191374899322365,0,0.18386676099780552,0,0.17411148792642206,0,0.13629830767821938,0,0.13644549584734678,0,0.14655998769166012,0,0.1385133606778225,0,0.11660976098088593,0,0.11679641915081396,0,0.12579049310607449,0,0.11875550695690418
0,0.14445647321046895,0,0.1409925386451173,0,0.14387471047962563,0,0.14026318403471216,0,0.11306673501949405,0,0.11039937854161552,0,0.11279298690168105,0,0.11012851590319794,0,0.09592105052225397,0,0.09369599084081015,0,0.09579994120063962,0,0.09364890377509605
0,0.2545635110538489,0,0.25589286507151665,0,0.24280921739121508,0,0.2215208385073162,0,0.20986046045820939,0,0.21113147849983704,0,0.20049589234751086,0,0.18044391496053214,0,0.18414632065771896,0,0.18536581726407797,0,0.17618636563616952,0,0.1571159628544957
1,0.5547021249342087,1,0.5816139285929645,1,0.5694550794494295,0,0.48803429324799186,1,0.5005183868949196,1,0.5264466079188265,1,0.5203739187653694,0,0.43506547048532607,0,0.4661868298692473,0,0.49122863271604245,0,0.4891290571550204,0,0.40210317472328516
0,0.18228596067702252,0,0.17632218490962992,0,0.19027462585751287,0,0.18356927944812984,0,0.14596296992092683,0,0.14061390893395243,0,0.15268797451493654,0,0.1474099216139666,0,0.12569094630206457,0,0.12075685280120341,0,0.13165191287334554,0,0.12718935711414114
0,0.14675689992513408,0,0.14146711109362364,0,0.15367985912463222,0,0.14208646976258565,0,0.11530457388095428,0,0.11090819471512181,0,0.12139360011413736,0,0.11152831843813837,0,0.09807505160835861,0,0.09420864662346062,0,0.10362290581069655,0,0.09481419439519989
0,0.25988853050160454,0,0.26001397768436085,0,0.2547752274088032,0,0.22539191212805265,0,0.21575540721597175,0,0.21505682890438882,0,0.21259716545502516,0,0.18394260871655255,0,0.19024761378325938,0,0.18912449542474885,0,0.18817388051012363,0,0.16036103204297691
1,0.5612370516745553,1,0.5792548756991402,1,0.57185110602551,1,0.5041387442932002,1,0.5088297759133473,1,0.5270448687766258,1,0.5237710367430117,0,0.45272399564103205,0,0.47555325327486386,0,0.4937297593359592,0,0.49314251939928944,0,0.4205627138126309
0,0.18120785872809275,0,0.18684495620765595,0,0.1982992704866986,0,0.1896703143158639,0,0.14510281177667572,0,0.14997980290239288,0,0.16007632003941374,0,0.15269602739671617,0,0.12495621800288936,0,0.12935706524964186,0,0.13857570328596314,0,0.13196459366697
0,0.1515551232071678,0,0.13822691807336795,0,0.15612658184681727,0,0.15211912480561907,0,0.11943080849476106,0,0.10813427003603526,0,0.1230113527146699,0,0.12045655987989035,0,0.10178314599044336,0,0.09172289785380205,0,0.10480522040439277,0,0.10300724087999713
0,0.27501299796376233,0,0.2610465132326659,0,0.269625926821523,0,0.24849627364081361,0,0.229659710198318,0,0.21627300355870127,0,0.22641021167911124,0,0.20557252218362998,0,0.20329268249904386,0,0.19041830263403847,0,0.2012367713894183,0,0.18086187479696236
1,0.5661410653715655,1,0.5766714548597185,1,0.5938472657156988,1,0.5283132137456221,1,0.5152210328023341,1,0.5238026028605085,1,0.5459531908106343,0,0.47823441592810745,0,0.4828396607105837,0,0.49009275574344346,1,0.5152721487529919,0,0.44669405576583143
0,3.949423321714107e-08,0,4.2558548907223326e-09,0,8.745218476047256e-07,0,1.3480804128551682e-07,0,2.019688527532537e-09,0,1.2350298561614181e-10,0,7.210505847954352e-08,0,8.568648568463288e-09,0,6.381606354466385e-11,0,1.991518061572606e-12,0,3.936704850993067e-09,0,3.4834413131790143e-10
0,1.6336992803012151e-07,0,7.1664629786027945e-09,0,7.639597192632408e-07,0,1.871164478917109e-07,0,1.0637362435339526e-08,0,2.2774293562122239e-10,0,6.412451181159184e-08,0,1.3058147230182726e-08,0,4.442873846599582e-10,0,4.07918143707775e-12,0,3.5884887283899047e-09,0,5.934515101557736e-10
0,1.236178112096198e-07,0,7.928107148558183e-08,0,1.1697970641266764e-05,0,2.0010057986130647e-06,0,7.4489282519962785e-09,0,3.7092686699935484e-09,0,1.495568317189111e-06,0,1.9940519191408157e-07,0,2.836598733679807e-10,0,1.0356526747301587e-10,0,1.3548907740190685e-07,0,1.3616632599244838e-08
0,2.097433967396256e-06,0,4.413475807041323e-09,0,6.30613300234284e-06,0,1.5947636587965164e-06,0,2.156516453188928e-07,0,1.2491441214734778e-10,0,7.41940790804918e-07,0,1.5156068955413105e-07,0,1.530219029266533e-08,0,1.9506618542664e-12,0,6.120143347665419e-08,0,9.789151600436696e-09
0,2.040648632295472e-07,0,2.0597904382135823e-08,0,1.2001112134840675e-05,0,1.7666642390112841e-06,0,1.4108344936758499e-08,0,7.969793713868967e-10,0,1.630911421357517e-06,0,1.788953492010137e-07,0,6.328608748162878e-10,0,1.7947088259973043e-11,0,1.594700416163164e-07,0,1.2489039802332513e-08
0,3.5513335649994815e-07,0,2.3206909838258127e-08,0,1.9049397901316212e-06,0,4.0767762143900654e-07,0,2.6204763692305733e-08,0,9.11795416946859e-10,0,1.8793730549582222e-07,0,3.209241206114655e-08,0,1.2637929591718944e-09,0,2.0888291096810008e-11,0,1.2683587291562048e-08,0,1.6744254871525754e-09
0,6.907224149310665e-07,0,2.106512321242704e-07,0,1.3822400931950973e-05,0,5.569230983715201e-06,0,5.7566088118576886e-08,0,1.1598401794543634e-08,0,1.8190437771625767e-06,0,6.660077261910757e-07,0,3.198208031740535e-09,0,3.9060765733012204e-10,0,1.7040386079969494e-07,0,5.619231124853741e-08
0,9.448487970908914e-07,0,2.4167192580470953e-08,0,4.7657079775831335e-06,0,3.7815302047494725e-06,0,7.988916050916117e-08,0,9.185530114308449e-10,0,5.279885053610656e-07,0,4.2382436371557475e-07,0,4.495761096734441e-09,0,2.016764533152582e-11,0,4.057894764653014e-08,0,3.318008845454301e-08
