AutoMLP_90,AutoMLP_prob_90,AutoNHITS_90,AutoNHITS_prob_90,AutoLSTM_90,AutoLSTM_prob_90,AutoGRU_90,AutoGRU_prob_90,AutoMLP_95,AutoMLP_prob_95,AutoNHITS_95,AutoNHITS_prob_95,AutoLSTM_95,AutoLSTM_prob_95,AutoGRU_95,AutoGRU_prob_95,AutoMLP_99,AutoMLP_prob_99,AutoNHITS_99,AutoNHITS_prob_99,AutoLSTM_99,AutoLSTM_prob_99,AutoGRU_99,AutoGRU_prob_99
0,0.20635576818432577,1,0.9078410850847184,0,0.19548866783262442,0,0.1781994766015067,0,0.16574749265899902,1,0.9078255977615158,0,0.15715719895188207,0,0.1410451334524928,0,0.14293878931381399,1,0.9078158033739352,0,0.1356599194380872,0,0.12047216077495626
0,0.15994994073544389,0,0.1630822476739443,0,0.12268828718344005,0,0.14608501354593084,0,0.12584963259286863,0,0.16304990937529973,0,0.09414682337340885,0,0.11408337241297684,0,0.107104312309524,0,0.16302946243602978,0,0.07882494740454893,0,0.09662311698329229
0,0.23966462318372872,0,0.3731051605739455,0,0.22182010379364359,0,0.22234600734263998,0,0.19560712436823957,0,0.37290902517739966,0,0.18089860242323252,0,0.18022476819049538,0,0.17047439192951086,0,0.372785016153237,0,0.15764201227768448,0,0.15636817208073595
1,0.517130887583438,0,0.27962083236301305,0,0.45782552606753435,1,0.5257749335613071,0,0.4598787382771037,0,0.27958639789056505,0,0.4053261366955506,0,0.47148559107095844,0,0.4240264136847859,0,0.2795646243489991,0,0.3729268078820436,0,0.43736429868747684
0,0.20068249952604456,0,0.41122445335206004,0,0.20884332657742666,0,0.17830961368818232,0,0.16092706673921797,0,0.4111371492984941,0,0.16954420745194798,0,0.1416251782004272,0,0.13864304276509154,0,0.4110819449390005,0,0.14732121765818396,0,0.12126828339615525
0,0.16676886780350142,1,0.7729081114948506,0,0.1267735230865572,0,0.13865827617202042,0,0.1316323857663374,1,0.7728622881056981,0,0.09767445528114416,0,0.10786055105513548,0,0.11225318570612608,1,0.7728333090417241,0,0.08199827168193075,0,0.09112443961264349
0,0.2408811432815029,1,0.8669939987145249,0,0.2254748165566356,0,0.22767095670521265,0,0.1967803638746385,1,0.8669701325573936,0,0.18494888084900596,0,0.18536927347124776,0,0.17160425701187343,1,0.8669550392955762,0,0.16182508830022257,0,0.16132486094573406
0,0.49460188596633503,1,0.6049442677941141,0,0.47891486147318973,1,0.5317834312154898,0,0.4393884550390452,1,0.604840261191276,0,0.42920396953235784,0,0.4798616876690005,0,0.405006577629592,1,0.6047744888648057,0,0.3982898605626043,0,0.44714929017852023
0,0.18659212507290646,0,0.10935774152411248,0,0.22931215380690761,0,0.18126647268130658,0,0.1487292682997765,0,0.1091989365567887,0,0.18881191877583303,0,0.1442000603459127,0,0.12763952676982138,0,0.10909860195307852,0,0.1656370074556056,0,0.12359969643171542
0,0.16760183820480434,1,0.5059462942046129,0,0.1433816936077562,0,0.1377109304215347,0,0.13242681394058664,1,0.5058278373529121,0,0.11245976726422557,0,0.10696338088847979,0,0.11301067953386967,1,0.5057529310158497,0,0.09555058747923684,0,0.09027392780864174
0,0.2499476222371646,1,0.6495178381461012,0,0.25583117912453157,0,0.24049669708744692,0,0.20536398308969983,1,0.6494435358135342,0,0.21455836489506175,0,0.19736002917099915,0,0.17978762355998046,1,0.6493965478569166,0,0.19058978221407652,0,0.17267326861449606
1,0.5227230016238849,0,0.27819073115422766,1,0.5125934253600939,1,0.5524504868594162,0,0.4675048972104452,0,0.2781371996898181,0,0.4658670575912247,1,0.5017534122576625,0,0.4328415985404538,0,0.27810335171526335,0,0.43652048438339985,0,0.4696284417370522
0,4.3300030228010655e-09,1,0.9212300359035803,0,1.116925727462359e-07,0,9.995286608388554e-07,0,1.3978929125357809e-10,1,0.9211952092989303,0,6.323741419400619e-09,0,8.589327593622187e-08,0,2.5759394617352882e-12,1,0.9211580456770756,0,2.2309687430777103e-10,0,4.928240926460603e-09
0,2.6335330582938354e-09,0,0.19096841449200608,0,6.181761758039528e-08,0,3.2353393667472474e-06,0,7.33085814275114e-11,0,0.1908729451888399,0,3.292411343558399e-09,0,3.49046680003795e-07,0,1.1313172620930345e-12,0,0.19077113701222448,0,1.0865919275460101e-10,0,2.611869565072311e-08
0,3.42857187085599e-10,0,0.47804170918827416,0,1.5626222108489074e-06,0,2.3978852395911687e-06,0,6.327049995036305e-12,0,0.47658832887558267,0,1.3013784194715328e-07,0,2.433971989512784e-07,0,6.039613253960852e-14,0,0.4750383007342147,0,7.121528033948721e-09,0,1.6957516835169884e-08
0,5.287716264845699e-09,0,0.2812891757168432,0,2.9913586629959354e-07,0,1.838858530223142e-06,0,1.6906154254314743e-10,0,0.28120300883615423,0,1.9924374594637584e-08,0,1.7665995566407133e-07,0,3.0673241724343825e-12,0,0.2811111056498805,0,8.475476986902208e-10,0,1.1538515587439235e-08
0,9.974816528313113e-10,0,0.47970177042467466,0,8.818537301502616e-07,0,5.062733060556823e-06,0,2.4915625118637763e-11,0,0.47937434494546316,0,7.546202218655651e-08,0,5.896241876968134e-07,0,3.411715354673106e-13,0,0.4790250840295517,0,4.315962032208631e-09,0,4.8200489155547643e-08
0,1.0273219275269696e-08,1,0.8216682741247942,0,2.5983960527664607e-07,0,4.359624137917351e-06,0,3.780538104791731e-10,1,0.8215508691287144,0,1.7974122967778783e-08,0,5.041267885363965e-07,0,8.09041722504844e-12,1,0.8214255754329574,0,8.036445953152338e-10,0,4.094633032636352e-08
0,4.392258778906921e-10,1,0.8929285585108586,0,5.624807868698234e-06,0,6.69718168400113e-06,0,8.928413564035509e-12,1,0.8928776135993644,0,6.021080511953159e-07,0,8.120204705308609e-07,0,9.581224702515101e-14,1,0.8928232496050552,0,4.41821321750524e-08,0,6.949121778010436e-08
0,3.4147699112807572e-09,1,0.6618865454372517,0,1.0119987563506072e-06,0,5.912134073526865e-06,0,1.0401479677568659e-10,1,0.6615766059952031,0,8.548846142097943e-08,0,7.025691075579488e-07,0,1.7891244041834398e-12,1,0.6612458620024481,0,4.7996990826248975e-09,0,5.8750596387824316e-08
0,6.830868093388176e-10,1,0.5568315563479238,0,1.9697186652845033e-06,0,1.036488078298703e-05,0,1.6032397631704498e-11,1,0.5554236988515009,0,1.9409403972936445e-07,0,1.3806667378268855e-06,0,2.0439205883349132e-13,1,0.5539211170660201,0,1.3071996485258808e-08,0,1.319816450573441e-07
0,1.0837146291464705e-08,1,0.5411876584880095,0,1.1373034847217411e-06,0,1.471954143483778e-05,0,4.2454573190298106e-10,1,0.5407326598823792,0,1.0510330106239252e-07,0,2.1094625801687528e-06,0,9.816925050643022e-12,1,0.5402472380760778,0,6.5914486091500635e-09,0,2.1972184649499127e-07
0,1.905926305667549e-09,1,0.5578969699343084,0,1.727104422777348e-05,0,1.6432840988178654e-05,0,5.2855608778656915e-11,1,0.5576460715834891,0,2.331995424431632e-06,0,2.3713974993677667e-06,0,8.162359677044151e-13,1,0.5573784040086923,0,2.2474040395348283e-07,0,2.487048547106241e-07
0,4.131702424636785e-09,0,0.2554420915757123,0,1.554958967142639e-06,0,1.2408863069190978e-05,0,1.343356537120144e-10,0,0.25530555044851955,0,1.4140314541499777e-07,0,1.6935722181310453e-06,0,2.499445095338615e-12,0,0.2551599392979913,0,8.645084426106564e-09,0,1.6639683741992428e-07
0,0.0,1,0.9194191849092066,0,0.0,0,0.0,0,0.0,1,0.9192696738988879,0,0.0,0,0.0,0,0.0,1,0.9189786025504204,0,0.0,0,0.0
0,0.0,0,0.19159932397657387,0,0.0,0,0.0,0,0.0,0,0.1911918071608546,0,0.0,0,0.0,0,0.0,0,0.19040159673829482,0,0.0,0,0.0
0,0.0,0,0.28090283170229036,0,0.0,0,0.0,0,0.0,0,0.2703533794883305,0,0.0,0,0.0,0,0.0,0,0.25044036772124434,0,0.0,0,0.0
0,0.0,0,0.29653720258258787,0,0.0,0,0.0,0,0.0,0,0.29613872810522734,0,0.0,0,0.0,0,0.0,0,0.29536526795817575,0,0.0,0,0.0
0,0.0,0,0.4754139613701832,0,0.0,0,0.0,0,0.0,0,0.47405195250345333,0,0.0,0,0.0,0,0.0,0,0.4714066984610997,0,0.0,0,0.0
