unique_id,ds,SeasonalNaive,SeasonalNaive-lo-80,SeasonalNaive-lo-90,SeasonalNaive-lo-98,SeasonalNaive-hi-80,SeasonalNaive-hi-90,SeasonalNaive-hi-98,AutoMLP,AutoMLP-median,AutoMLP-lo-98,AutoMLP-lo-90,AutoMLP-lo-80,AutoMLP-hi-80,AutoMLP-hi-90,AutoMLP-hi-98,AutoMLP-loc,AutoMLP-scale,AutoNHITS,AutoNHITS-median,AutoNHITS-lo-98,AutoNHITS-lo-90,AutoNHITS-lo-80,AutoNHITS-hi-80,AutoNHITS-hi-90,AutoNHITS-hi-98,AutoNHITS-loc,AutoNHITS-scale,AutoLSTM,AutoLSTM-median,AutoLSTM-lo-98,AutoLSTM-lo-90,AutoLSTM-lo-80,AutoLSTM-hi-80,AutoLSTM-hi-90,AutoLSTM-hi-98,AutoLSTM-loc,AutoLSTM-scale,AutoGRU,AutoGRU-median,AutoGRU-lo-98,AutoGRU-lo-90,AutoGRU-lo-80,AutoGRU-hi-80,AutoGRU-hi-90,AutoGRU-hi-98,AutoGRU-loc,AutoGRU-scale,AutoDeepAR,AutoDeepAR-median,AutoDeepAR-lo-98,AutoDeepAR-lo-90,AutoDeepAR-lo-80,AutoDeepAR-hi-80,AutoDeepAR-hi-90,AutoDeepAR-hi-98,y_true
m1,2022-12-01,6611.115,6303.386,6216.1494,6052.508,6918.844,7006.081,7169.7227,7523.341,7536.579,5402.2725,6072.3296,6405.6895,8672.822,8944.128,9518.869,7538.918,3585.3994,6881.1484,6873.8516,5414.1016,5827.3154,6087.623,7687.123,7898.458,8420.917,6886.705,3326.2063,6994.831,6992.1357,5229.1084,5766.2344,6071.283,7962.088,8196.165,8828.367,6969.4414,3420.861,7164.9844,7182.6436,5612.9917,5939.6885,6267.6396,8034.968,8242.972,8727.015,7160.4453,3379.9836,6204.8613,6256.131,3799.0073,4789.157,5076.4814,7598.9736,7897.504,8408.051,6857.8
m1,2023-01-01,4150.2393,3842.5105,3755.2737,3591.6318,4457.9683,4545.205,4708.8467,4555.438,4547.4824,3110.9229,3559.8853,3805.4636,5343.947,5539.881,5934.8765,4566.8267,3316.1675,4296.8545,4285.83,3329.9836,3616.475,3778.5078,4832.284,5003.0635,5322.701,4330.839,3119.2725,3819.6838,3820.2556,2742.9111,3079.9055,3244.8076,4380.257,4561.856,4798.587,3796.4722,3120.4487,4330.142,4347.083,3109.605,3492.1309,3704.4065,4931.3916,5118.548,5519.296,4309.5293,3182.3633,4127.1216,4196.165,2016.2075,2560.2756,2896.3362,5279.331,5810.1934,6194.9536,4346.09
m1,2023-02-01,2841.0,2533.2712,2446.0344,2282.3926,3148.7288,3235.9656,3399.6074,3068.0981,3055.6228,1834.6621,2276.3877,2454.5435,3700.1877,3891.3628,4245.0205,3091.512,3169.6812,3220.7998,3223.1978,2341.521,2612.2822,2747.9104,3657.4194,3790.3657,4096.4746,3208.4592,3053.5928,2629.5908,2631.337,1957.7869,2133.3306,2229.4192,3031.2559,3123.235,3274.314,2626.4177,2991.773,3078.559,3081.9211,2332.4224,2539.626,2646.038,3486.9414,3608.9365,3792.6924,3075.9692,3020.1309,3158.049,3324.67,759.09937,1535.3252,2043.2961,4166.9473,4435.754,4842.4517,3154.73
m1,2023-03-01,1813.44,1505.7112,1418.4744,1254.8325,2121.1687,2208.4055,2372.0474,1993.5618,1997.2163,952.1085,1266.6409,1438.484,2560.6687,2724.9863,3033.1812,1987.843,3141.0647,2151.0305,2146.1472,1428.7416,1677.0405,1777.3276,2517.2139,2646.612,2890.244,2144.1858,2989.663,2021.2661,2026.3412,1440.7527,1589.6487,1700.7783,2331.9373,2415.6182,2588.6145,2023.9156,2934.829,2189.6904,2179.5315,1535.1415,1723.9609,1820.2109,2547.9453,2653.4346,2842.9028,2203.6462,2976.582,2731.6562,2843.2532,695.90186,1050.0175,1493.9467,4062.2966,4193.0825,4908.0938,2142.21
m1,2023-04-01,2261.08,1953.3513,1866.1145,1702.4727,2568.8088,2656.0457,2819.6875,2473.2751,2467.2866,1438.6404,1767.915,1919.9156,3034.9207,3174.799,3411.4438,2484.3594,3126.55,2407.0723,2397.1973,1683.9541,1875.6294,1987.2632,2843.9287,2935.9258,3204.3628,2405.793,3007.5178,2020.7544,2011.3896,1497.1921,1660.9443,1751.3406,2304.5652,2375.8796,2570.233,2010.3323,2907.5066,2254.643,2258.0303,1656.7635,1836.2638,1927.0457,2585.4565,2678.971,2826.2808,2243.684,2937.6448,2294.4207,2423.1726,-31.036621,344.24902,788.1576,3544.3125,3720.8892,4125.505,2375.725
m1,2023-05-01,1873.605,1565.8762,1478.6394,1314.9976,2181.3337,2268.5706,2432.2124,2195.5715,2205.479,1037.7012,1438.8943,1634.3185,2777.8132,2938.7869,3278.3982,2218.6711,3154.4133,2126.5605,2135.1511,1438.4835,1621.6688,1731.2365,2500.7087,2606.905,2828.2908,2144.2583,2994.2747,1832.9009,1831.5413,1413.243,1517.7136,1574.3752,2092.4739,2172.3267,2289.7166,1832.1309,2886.294,1980.2244,1979.9286,1549.7184,1660.9126,1734.6938,2212.3096,2299.3784,2421.9517,1975.8284,2879.6294,2128.684,2093.2432,-757.1726,450.44653,661.9204,3478.0962,3656.1455,5063.0283,1981.11
m1,2023-06-01,1772.84,1465.1112,1377.8744,1214.2325,2080.5688,2167.8057,2331.4475,2019.6377,1998.6318,972.01636,1302.4052,1427.963,2629.659,2803.769,3155.909,1990.3525,3136.5918,1688.1599,1696.1443,1016.22144,1212.106,1321.3212,2048.6921,2145.9375,2366.5244,1701.9991,2972.774,1711.6074,1710.9685,1284.431,1389.9484,1466.3291,1943.9902,2032.1245,2164.9385,1720.6693,2882.059,1803.385,1802.8096,1354.9548,1499.2078,1555.6556,2051.0737,2125.5586,2246.119,1803.5928,2881.4893,1782.2489,1887.3364,-459.12842,104.139404,296.60742,3286.1118,3621.913,4354.566,1959.865
m1,2023-07-01,2049.565,1741.8362,1654.5994,1490.9575,2357.2937,2444.5305,2608.1724,2557.3462,2567.088,1477.9093,1756.6426,1928.1864,3167.4812,3357.7712,3656.123,2533.0337,3164.2627,2315.984,2305.615,1648.4402,1814.9407,1933.2662,2712.6514,2821.9224,3056.1055,2309.7466,2988.8933,2117.7659,2117.8757,1589.0198,1737.577,1830.2017,2415.9023,2497.6865,2638.7356,2120.5557,2921.2483,2236.4385,2241.8062,1622.9618,1844.5527,1930.9148,2545.4092,2631.4167,2789.4722,2235.1692,2930.77,2194.3367,2126.8298,-542.47974,529.42285,853.537,3751.094,4035.5122,4645.6147,2466.31
m1,2023-08-01,2932.265,2624.5361,2537.2993,2373.6575,3239.9937,3327.2305,3490.8723,3345.708,3361.0508,2162.3616,2460.472,2657.0637,4033.6755,4224.645,4615.926,3306.9937,3224.9062,2948.339,2958.8171,2109.4736,2304.2578,2458.6272,3415.955,3534.8882,3754.0967,2944.3691,3043.9531,2994.3037,2979.3076,2149.7583,2479.6672,2570.5002,3429.008,3554.503,3793.8154,2993.8618,3024.5938,3091.7866,3081.2336,2310.9514,2538.1965,2667.883,3521.8887,3660.2324,3894.7861,3074.8357,3022.3838,3000.8335,3059.2864,-118.75903,1012.062,1588.5096,4611.375,5284.0757,5621.2744,2851.715
m1,2023-09-01,3113.255,2805.5261,2718.2893,2554.6475,3420.9836,3508.2205,3671.8623,3819.8882,3811.103,2343.4324,2838.0195,3029.5945,4614.882,4815.5537,5254.421,3796.4932,3292.9387,3399.1958,3416.2134,2494.2888,2733.4082,2879.8108,3905.7676,4031.8389,4236.329,3390.9104,3087.2344,3039.7024,3050.6233,2182.9314,2449.119,2578.3167,3482.1572,3632.745,3896.6614,3046.0989,3048.6084,3302.4834,3296.4663,2440.709,2674.962,2796.7874,3806.6812,3948.719,4170.799,3297.0386,3079.4321,3245.3577,3240.4087,419.40332,1452.3615,1777.6799,4626.49,4943.965,5755.1533,3671.805
m1,2023-10-01,3461.505,3153.7761,3066.5393,2902.8975,3769.2336,3856.4705,4020.1123,4217.3438,4221.543,2678.5916,3073.2024,3305.9978,5087.7363,5296.2007,5746.3643,4187.3887,3373.6265,3990.0254,3994.1978,2927.7488,3194.5435,3401.4214,4574.7197,4737.2705,5076.8135,3974.6416,3153.367,3666.0215,3667.7234,2657.3406,2940.4111,3102.827,4220.747,4376.516,4662.9326,3666.5781,3130.486,3857.6445,3840.0027,2669.9885,3097.4624,3266.0342,4480.6826,4629.467,4933.2285,3844.5583,3163.5676,4009.9226,3875.458,1929.9143,2413.9995,2710.2644,5528.3486,5816.2676,6240.463,3806.78
m1,2023-11-01,6265.74,5958.011,5870.7744,5707.133,6573.469,6660.706,6824.3477,6568.173,6588.715,4308.259,4858.0723,5244.5195,7871.6904,8172.878,8754.233,6544.381,3692.2273,6641.8223,6644.4243,5017.367,5438.172,5707.3438,7514.5137,7780.9844,8371.908,6640.165,3406.843,6091.0137,6093.121,4589.349,5071.038,5274.171,6930.6094,7126.8594,7562.999,6095.17,3335.0352,6234.144,6225.3555,4830.353,5171.665,5458.202,6987.246,7176.0664,7548.4287,6200.567,3316.168,5374.1035,5212.287,3282.458,3493.622,3875.5325,6898.133,7312.3037,8227.14,6995.05
m10,2022-12-01,24135.0,15374.389,12890.878,8232.223,32895.61,35379.12,40037.777,31272.947,31103.133,12314.663,18604.816,20961.607,41139.047,44041.195,49437.15,30710.064,28462.732,27755.31,27871.957,14099.954,17941.367,20059.47,35203.336,37404.312,40905.133,27642.607,26598.568,26688.824,26716.387,15574.997,18239.809,20152.176,32973.293,35327.832,38079.89,26332.762,25606.57,29696.473,29745.008,18749.549,21417.494,23328.145,36212.555,37764.582,41643.14,29708.7,25533.809,24722.031,24885.484,10685.636,12068.932,16658.115,32782.855,33726.7,37879.29,185953.0
m10,2023-01-01,28869.0,20108.389,17624.877,12966.223,37629.61,40113.12,44771.777,32561.46,32661.996,12908.828,18241.979,21820.734,44316.254,46494.594,50724.04,32812.312,28904.488,31258.277,31336.705,15015.06,18932.727,21254.85,40484.445,42716.086,47982.17,31370.074,27766.08,27768.525,27682.988,14093.855,17852.668,19565.523,35341.29,37685.055,41436.06,27544.395,26410.111,30405.223,30384.184,19138.402,22152.814,24000.963,36559.16,38184.68,41277.465,30457.809,25286.773,25611.787,25950.188,5085.7383,13020.193,15622.65,33434.926,37538.56,39230.516,171384.6
m10,2023-02-01,33975.0,25214.389,22730.877,18072.223,42735.61,45219.12,49877.777,38698.63,38620.137,14610.152,22077.959,25548.559,51764.035,55114.75,61136.523,38287.496,30584.59,38853.383,38423.203,16744.385,22754.402,25632.984,51535.22,55755.555,65512.492,39560.83,30291.799,33527.47,33384.652,18313.404,22312.791,25076.434,42254.31,45011.79,50149.344,33021.492,27615.004,38356.867,38318.438,26278.047,29515.95,31123.496,45712.242,47795.29,51564.92,38119.97,26142.855,31568.404,32066.098,15691.1455,17995.15,21131.566,40689.195,44507.16,47559.25,169834.5
m10,2023-03-01,34869.0,26108.389,23624.877,18966.223,43629.61,46113.12,50771.777,37670.586,37850.54,11014.182,19544.832,23815.324,51463.938,54843.21,62721.36,37610.98,31576.066,36274.566,36454.395,15253.408,22060.475,24958.186,46815.586,50707.867,56337.438,35903.016,29641.598,35404.39,35214.426,17301.262,22467.297,25197.914,46181.02,48978.996,54043.844,35856.38,28549.72,45661.78,45421.242,27492.566,32483.633,35763.8,55881.492,59058.992,65262.125,45932.03,28253.203,27133.697,26812.941,12980.301,13831.566,16244.504,39171.305,39631.117,42292.32,125275.4
m10,2023-04-01,40199.0,31438.389,28954.877,24296.223,48959.61,51443.12,56101.777,37159.84,37252.086,13919.486,19793.34,24012.738,50715.266,54503.688,61773.727,36641.93,31161.945,39061.65,38657.08,14772.488,23270.145,26780.75,52134.8,56034.11,62522.22,38698.004,30659.986,37462.81,37335.477,17561.994,22567.965,26069.09,48820.67,52409.58,60400.53,36799.55,30006.568,41983.7,41959.0,23916.824,29286.701,31931.535,52096.0,54479.97,60413.906,41789.91,28292.58,26353.338,26755.074,6511.1846,11362.52,14090.973,38028.703,41322.15,44532.914,90986.6
m10,2023-05-01,29526.0,20765.389,18281.877,13623.223,38286.61,40770.12,45428.777,33456.67,33218.75,9174.845,15868.316,20249.39,46959.617,50770.97,57799.312,33637.51,31064.613,32801.145,32839.92,10771.279,18275.697,21106.314,43863.57,47216.18,53286.43,33311.066,29417.395,34058.1,33761.32,15330.519,20278.885,23185.422,45023.03,48056.742,53641.625,33887.426,29042.117,35213.707,35187.21,18109.533,23793.598,26014.594,44461.58,46696.93,51422.18,35297.15,27754.91,25015.96,25002.97,3178.7383,7998.629,10712.36,37243.008,40110.65,42717.54,100422.4502
m10,2023-06-01,28405.0,19644.389,17160.877,12502.223,37165.61,39649.12,44307.777,33044.36,32954.773,10625.75,18483.113,21705.184,44626.266,47735.426,53160.137,32371.916,30061.73,31339.047,31247.156,9856.065,16860.922,20079.291,42181.953,45125.723,50363.727,31657.994,29262.95,29780.438,29965.785,14189.436,18259.258,20668.129,38969.13,41353.797,45133.71,29755.342,27458.213,31681.871,31726.963,16232.128,21209.234,24156.39,39369.71,41823.406,45026.008,31619.244,26804.877,21450.758,20869.008,2871.713,7461.674,12079.703,31938.627,36642.52,42666.508,94333.93611
m10,2023-07-01,25474.0,16713.389,14229.878,9571.223,34234.61,36718.12,41376.777,34543.258,34632.36,10229.131,18143.293,20918.193,47481.33,52111.406,59462.742,34584.61,31056.586,33194.547,32701.748,14146.128,20494.424,22879.31,44123.1,47419.914,52511.836,33005.715,28933.238,31382.127,31236.227,14804.343,19466.69,22187.701,40742.72,43285.195,47535.62,31456.793,27851.479,30657.707,30679.816,16988.113,21010.043,23101.4,38360.5,40711.867,44219.85,30699.344,26663.332,26476.738,25876.092,8592.738,11720.385,16341.816,35716.133,40161.53,50176.375,109861.6957
m10,2023-08-01,29863.0,21102.389,18618.877,13960.223,38623.61,41107.12,45765.777,37656.95,37691.805,10095.28,18533.133,23065.57,53610.984,57468.523,64808.938,37741.86,32179.963,37148.766,36878.645,12658.6455,19945.256,23408.574,50770.227,55062.203,61429.703,37030.504,31379.668,31067.266,31061.062,12987.465,19154.887,21701.703,40349.46,42380.523,47189.9,30933.797,27730.566,33171.72,32897.684,16071.33,21912.367,24130.389,42769.137,44748.57,48943.21,33271.625,27511.062,28917.117,29046.387,9370.117,12536.785,13916.297,41118.89,44166.605,47893.336,116636.7445
m10,2023-09-01,40207.0,31446.389,28962.877,24304.223,48967.61,51451.12,56109.777,42315.32,42601.895,11541.47,19638.215,24607.223,60083.35,65349.17,72626.05,42504.195,33997.195,44006.64,44097.844,13273.021,20889.94,26716.47,61050.85,66045.34,75773.305,44275.22,33926.992,33905.44,34027.715,15518.02,20336.467,23321.238,44489.65,46906.984,53157.13,33878.72,28805.996,37220.688,37152.14,18355.812,24657.516,26846.148,47266.406,50209.65,55580.21,37229.46,28491.453,25659.852,24737.982,7321.6562,12218.757,14088.455,37462.047,40794.176,44916.344,139426.5233
